	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CYR61	0.000148892370693763	0.566152467834427	0.288	0.087	1
SFRP4	0.00015135212016564	0.51249521009407	0.6	0.758	1
SOD2	0.000153959127236302	-0.978518114221781	0.562	0.72	1
TOB1	0.000159387961458088	0.560360913141144	0.775	0.516	1
SEPTIN11	0.000190249703652044	-0.434459242891011	0.112	0.236	1
STAT4	0.000193758118990488	0.284657742114199	0.562	0.304	1
ABHD5	0.000214499171775643	-0.511526633649235	0.175	0.354	1
CD96	0.000221046363093303	0.478118330594618	0.6	0.323	1
RPS21	0.000225617088794269	-0.266868158007512	0.988	0.994	1
ICAM4	0.000232169229177182	-0.356193355905467	0.013	0.161	1
ANKRD12	0.000278796545765184	0.390543343430471	0.912	0.696	1
RGS19	0.000284447881034195	0.346910340646447	0.175	0.025	1
MIR22HG	0.000290218589108866	-0.595256576258211	0.412	0.509	1
CYBC1	0.000322752688495494	0.344823936908491	0.212	0.043	1
SNHG6	0.000332811556525559	-0.400142177134964	0.412	0.677	1
KLF10	0.000336736798329677	-0.590529857725985	0.462	0.559	1
PDLIM2	0.000343934377090099	0.322685897582897	0.475	0.23	1
AAED1	0.000355667538940906	0.431584229393325	0.212	0.05	1
PGM5	0.000378462272161554	0.356732358411052	0.35	0.13	1
MUSTN1	0.00038216468459764	-0.999698314384013	0.1	0.211	1
HIST1H1D	0.000392119070590448	0.650483460117431	0.375	0.149	1
PTBP3	0.000398792896998986	0.309015452368279	0.55	0.304	1
TXNIP	0.000400433388159603	0.808951680697542	0.938	0.789	1
LRRC17	0.00040071773935161	-0.631706549275765	0.125	0.298	1
CHCHD10	0.000427883478228797	0.286308221438272	0.6	0.354	1
PDE4D	0.000433770944103006	0.662843474690811	0.512	0.267	1
AOPEP	0.000438447500565914	-0.594358180556962	0.125	0.292	1
PLA2G16	0.000446489215365099	0.277094444785487	0.225	0.062	1
ABCB1	0.000452627469647623	0.464419713280244	0.325	0.112	1
KLF2	0.000459493319489732	0.587749173526759	0.838	0.708	1
RPL18	0.000488218390000628	-0.322954341184682	0.975	1	1
KIAA1551	0.000503958565100706	0.469277843486799	0.325	0.118	1
ADAMTS4	0.000507842817214552	-0.734751427450334	0.275	0.354	1
CLU	0.000509897014014017	0.808696022844418	0.713	0.596	1
NFE2L2	0.000511953886065761	-0.480358462416574	0.738	0.826	1
SOX4	0.000515496192090185	-0.866847386359148	0.275	0.478	1
ZFP36	0.000520354271015228	0.564744426377931	0.975	0.925	1
PERP	0.000525168938388451	0.307394410269947	0.375	0.161	1
AP3S1	0.000545177960674269	0.431884500839877	0.512	0.273	1
MUC20-OT1	0.000545196601534079	0.419004276722398	0.225	0.056	1
IRF1	0.000548935948121339	-0.625339667415532	0.725	0.863	1
NFKB1	0.000561743849688644	-0.553845929697683	0.212	0.46	1
MUM1	0.000578516675805566	0.266472541839582	0.15	0.019	1
SQSTM1	0.000594569139267857	-0.538251729962705	0.75	0.832	1
LGALS3	0.000595079468323722	0.299387736448671	0.925	0.727	1
SLC16A9	0.000620006923282887	-0.393065049813904	0.05	0.205	1
MT-ND1	0.000624126710866433	0.345501417758176	1	1	1
NDUFB1	0.000624863972050794	-0.308607115694106	0.6	0.584	1
TROVE2	0.000633193808824612	0.433159959765023	0.25	0.068	1
BAZ1A	0.000635464805061136	-0.557940107983539	0.275	0.472	1
IGF1	0.000677490915892818	-0.810915873158071	0.288	0.472	1
METTL5	0.000680203593455673	0.36612680346333	0.362	0.143	1
CAPG	0.000696841433179003	0.380315205871458	0.362	0.143	1
ARL2	0.000712261503140433	0.352478334903773	0.488	0.242	1
POLR2J3.1	0.000737651390669928	0.306410638802858	0.162	0.025	1
RPL36A	0.000751316027722833	-0.361919239164446	0.887	0.975	1
KPNA2	0.000763010561837378	-0.559963262609759	0.2	0.373	1
MT2A	0.000776264286753338	-1.15107504532854	0.588	0.727	1
GABARAP	0.000786533863980686	-0.47978570494776	0.475	0.714	1
CAST	0.000789749017174789	0.570100934924641	0.838	0.665	1
B2M	0.000795586955137112	0.324420350182947	1	1	1
KLHL15	0.000802050575131074	-0.344781035926279	0.15	0.205	1
CD151	0.000862683205039539	0.410760546318767	0.575	0.323	1
CEBPD	0.000905378720095736	-0.598555878198353	0.863	0.938	1
S100A10	0.000913275420980261	0.606975132753587	0.912	0.739	1
AES	0.000942485965901039	0.463334146715336	0.312	0.112	1
TSC22D3	0.000986049116155565	0.348888280150632	0.963	0.82	1
RPGR	0.00100196313922634	0.436362518723296	0.262	0.081	1
NIBAN1	0.0010045089722574	-0.584158786881762	0.1	0.261	1
SNHG32	0.00101602520985301	-0.592509230284588	0.312	0.497	1
NCBP2-AS2	0.0010343513883038	0.261086762920802	0.125	0.012	1
AMD1	0.0010497847932354	-0.343556411555181	0.738	0.702	1
KLF13	0.00107431162887841	0.342413117441425	0.575	0.329	1
RBM25	0.00109400734468413	-0.459880738739931	0.75	0.795	1
MRPS24	0.00110851583262141	-0.484265708406919	0.2	0.298	1
RABGEF1	0.00111856209183686	-0.363089812606886	0.075	0.236	1
PDE4C	0.00112229884620786	-0.333661683679427	0.025	0.174	1
COL6A3	0.00112545789261991	-0.592600579740305	0.475	0.565	1
PDLIM1	0.00112873043565529	0.269535472130842	0.45	0.236	1
MAFF	0.00114387076373142	-0.48196565741018	0.688	0.801	1
GNLY	0.00118915901757958	1.58818131241662	0.275	0.124	1
BMI1	0.00121144382757264	-0.457972286746364	0.088	0.273	1
HADHA	0.00124453934818763	0.299408099716439	0.675	0.429	1
OAT	0.00125659359205241	-0.478052083094115	0.325	0.565	1
STUB1	0.00128450648381654	0.257965382084024	0.562	0.342	1
CD3D	0.00131355423450614	0.39822477371192	0.75	0.509	1
FAM96B	0.00131945757658013	0.40391772624647	0.288	0.099	1
RPL23	0.00134770980618284	-0.272022410367636	1	0.981	1
ADGRL3	0.0013490273147715	0.531861586292684	0.125	0.068	1
PLPP1	0.00138673219817386	-0.387905987227087	0.288	0.304	1
RPS6KC1	0.00139486953880736	0.325715326060084	0.188	0.05	1
BOLA1	0.0013952568302705	0.267945822903046	0.188	0.043	1
UBE2E1	0.00139638975114836	0.379141185625694	0.275	0.093	1
CTSA	0.00139797257776183	0.286308508258645	0.3	0.112	1
FGD3	0.00143967074878885	0.271970150300388	0.25	0.081	1
CPXM1	0.00146041331312064	-0.408712353409634	0.075	0.242	1
CD37	0.00152836971070853	0.323967901537577	0.613	0.373	1
SOX18	0.00153987791122251	0.664820656719144	0.1	0.019	1
CHD2	0.00154395563971502	-0.468141795415193	0.537	0.658	1
RAP2C	0.00154768798449805	0.320717318638467	0.2	0.05	1
CMC2	0.00154873132149547	0.283563595971823	0.312	0.124	1
LINC00623	0.00158227470851815	0.278809164747816	0.4	0.199	1
RPL37	0.00158434573337541	-0.252615314723566	0.988	1	1
PPP4R3B	0.0015923713375176	0.346783560127119	0.45	0.224	1
H2AFX	0.00161457443178981	-0.343685093040967	0.438	0.447	1
ISCU	0.00175485713511616	0.390892541716412	0.713	0.484	1
PRDM2	0.00177186068861222	-0.305093155340006	0.45	0.484	1
SSSCA1	0.00177290624751969	0.266159136014576	0.15	0.025	1
NOSTRIN	0.0017996034682079	0.305322432701323	0.15	0.025	1
FOS	0.00180878924319147	0.311822430468744	0.975	0.957	1
THSD4	0.00182874715398741	-0.482323750538301	0.1	0.211	1
SEC61G	0.00190412987687072	-0.475975646292621	0.537	0.696	1
REPS1	0.00192194810564685	0.289022968011859	0.188	0.05	1
RBM39	0.00196653033431226	-0.367023686760574	0.938	0.963	1
DZIP1	0.00199158766118308	0.274003760473472	0.188	0.043	1
MRPL57	0.00203968622672279	0.256306234531512	0.588	0.366	1
RAD21	0.00205248535566552	0.256873681172275	0.65	0.422	1
EIF5	0.00206150816247953	-0.385545276700174	0.762	0.783	1
SMARCE1	0.00209497504413973	-0.33042517388458	0.462	0.472	1
PSMD9	0.00212255533566337	-0.30865874671673	0.2	0.273	1
AUTS2	0.00217536122549087	0.28540286926121	0.388	0.18	1
CD69	0.00221776184341541	0.595371568769965	0.787	0.621	1
ATXN3	0.00221969823547677	0.307776920492317	0.312	0.124	1
RGCC	0.00222135809615602	0.756002267178296	0.65	0.422	1
SMIM10L1	0.00226891658441982	0.353164465580393	0.35	0.149	1
DUSP1	0.00227756403655038	0.406766322499694	0.95	0.938	1
LDLRAD4	0.00228940975636112	0.530174049662111	0.312	0.124	1
BTBD6	0.00229074017017711	0.349338592111605	0.25	0.081	1
SEMA4A	0.00240573567055084	-0.570020100269946	0.162	0.354	1
KCNQ1OT1	0.00244442656808556	-0.944833156017779	0.6	0.696	1
ATXN7	0.00248917313453029	-0.469015489595887	0.175	0.373	1
DIPK2A	0.00256071391952581	-0.337330035888267	0.025	0.155	1
ALG13	0.00257316216452776	0.444254368048754	0.438	0.224	1
DDX39B	0.00264403823948618	-0.469789449011502	0.362	0.528	1
LINC01578	0.00265631244030017	-0.500132855659716	0.362	0.596	1
RPS11	0.00265695044731883	-0.274809482096908	0.975	1	1
PCBP1	0.00266008471777464	-0.412132367614458	0.675	0.752	1
TOP1	0.00269574969908353	-0.271035769946767	0.613	0.59	1
C8orf59	0.00272990463278848	0.401619144826235	0.275	0.099	1
TIPARP	0.00276975921684023	-0.462340754920949	0.762	0.807	1
LDHA	0.002788991287876	-0.286652391873084	0.863	0.795	1
IQCB1	0.00282432569398031	0.376591210389626	0.275	0.099	1
NDUFA13	0.00286771141911372	-0.383861090488206	0.75	0.783	1
LITAF	0.00287886767066676	-0.522410483812688	0.637	0.739	1
PBX1	0.00291366147580213	-0.468662099325649	0.65	0.776	1
UBE2V1	0.00300088002558884	-0.435736446779142	0.3	0.466	1
COTL1	0.00308327345531286	-0.421854333553875	0.388	0.429	1
CALR	0.0031838589858318	-0.371607428869016	0.787	0.82	1
DHRS7	0.00321263197375045	0.387211449318956	0.7	0.472	1
YBX3	0.0032250716858276	-0.39914521578861	0.787	0.87	1
SNHG16	0.00328895238308293	-0.475959597860578	0.15	0.304	1
ANKRD29	0.00342650886854033	0.351178592420013	0.212	0.062	1
JUNB	0.00345084731911269	0.348484013222847	0.988	0.975	1
ANP32A	0.00348621835637007	0.334447698927376	0.45	0.236	1
IQCG	0.00349482199540369	-0.440545423576795	0.05	0.186	1
SPRY1	0.00350669675604516	0.322413318408631	0.662	0.447	1
CSNK1A1	0.00357661226402333	-0.308478539884353	0.738	0.739	1
DBNDD2	0.00358430882513266	-0.3622790011395	0.075	0.143	1
HSPA6	0.00361456584938297	-0.75008775301828	0.075	0.242	1
WTAP	0.00363967272762759	-0.298272157141974	0.537	0.54	1
MIGA1	0.00370080627930635	0.296202060471528	0.325	0.143	1
SESTD1	0.00374265967929005	0.265416529735708	0.25	0.087	1
EIF3H	0.00381143675372152	0.293636345996766	0.863	0.671	1
MCC	0.003815757930431	-0.405979623825081	0.088	0.242	1
ERBIN	0.00383208584573046	0.445961179184932	0.412	0.211	1
PPP1R7	0.00389951008471745	0.258614856101039	0.35	0.168	1
IGFBP6	0.00398073005730106	0.910427424283426	0.637	0.534	1
MAP1LC3B	0.00406819612482793	-0.403480367737165	0.675	0.696	1
EZH1	0.00408432152337994	0.354056498603099	0.3	0.124	1
MINOS1	0.00426181802691136	0.375055329351754	0.3	0.124	1
ETFA	0.00426306373905128	0.340345737383949	0.338	0.149	1
ANKRD44	0.00440541425786267	0.373010209590835	0.5	0.286	1
CCL2	0.00442127288820461	-1.21477284714684	0.25	0.416	1
C19orf70	0.00445420909457459	0.37889208112234	0.238	0.081	1
JAGN1	0.00454318744634959	0.288593711688358	0.238	0.081	1
GLIPR1	0.00455724641773023	0.397954802223966	0.625	0.41	1
MAPK6	0.0045588885331198	-0.384886321497753	0.088	0.255	1
OXNAD1	0.00460210935744471	0.465037115262952	0.338	0.161	1
PLAUR	0.00461680479550889	-0.424373644607987	0.1	0.267	1
NBL1	0.00463652800277505	-0.300473825775354	0.662	0.602	1
FAM174C	0.00467236883869457	-0.31112097856509	0.1	0.193	1
HYAL2	0.0046911322456977	0.478925806680588	0.225	0.075	1
MRPL3	0.00474006392351544	0.252402317155794	0.388	0.199	1
ZNF518A	0.00485838148412384	0.364502073744423	0.262	0.106	1
NECTIN2	0.00489800937333177	-0.31898467484775	0.112	0.292	1
C2orf40	0.00495153101507509	1.1340628231762	0.162	0.043	1
NDUFB3	0.00499119341539181	0.357029490214791	0.45	0.242	1
SELE	0.00500871137649138	1.37998629873418	0.138	0.037	1
CBX7	0.0050128533009629	0.256417315508628	0.325	0.149	1
WDR45B	0.00509164005815828	-0.815436844743235	0.362	0.447	1
SNHG5	0.00516129525325946	-0.585548556517623	0.388	0.596	1
NCAM1	0.00523892818730095	0.38226796826554	0.338	0.155	1
YIF1A	0.0053921167691452	-0.263543549395534	0.212	0.267	1
ZFP91	0.00546869312076288	-0.321778246975982	0.212	0.292	1
CEBPB	0.00559602817265152	-0.583321758732747	0.825	0.863	1
CHRDL1	0.0056225397979185	0.63204680781597	0.225	0.106	1
ANXA1	0.00572164455136267	0.531173834462291	0.9	0.745	1
BTG1	0.00580219153367225	0.297761141606994	0.975	0.994	1
HIST1H4C	0.00585623420349872	0.27728784776092	0.738	0.528	1
CIB1	0.00618664791664615	0.292728415421948	0.613	0.398	1
ANKRD11	0.00620785220779756	-0.471873313793085	0.6	0.714	1
CPED1	0.00621944667991467	0.392426012480124	0.338	0.155	1
COL5A1	0.00622073320730104	-0.329172628459222	0.188	0.248	1
AFF3	0.00622266235181273	-0.354163517314715	0.062	0.186	1
RPS27	0.00623721424400405	-0.260616945403994	1	1	1
OVGP1	0.00628740006041777	-0.28042662585467	0.013	0.118	1
ROMO1	0.00636000571280859	-0.367039753002628	0.475	0.584	1
NDUFC2	0.00648909854770415	0.288855525075371	0.738	0.528	1
LETMD1	0.00654040963515069	0.253156965382921	0.25	0.093	1
AFDN	0.00665647506293463	0.29599466465944	0.375	0.186	1
TMTC2	0.00666503998603536	0.281033634547804	0.138	0.031	1
NUFIP2	0.00666832053997808	-0.317307246447552	0.588	0.596	1
RAB3IL1	0.0066905324873739	-0.258572596669608	0.025	0.143	1
PDE8B	0.0067972321549425	-0.318447366899144	0.1	0.168	1
IL7R	0.0068071707006551	0.78267525891045	0.625	0.453	1
SH3BGRL3	0.00689818343772209	0.443580427983812	0.887	0.807	1
GATA6	0.00700470185660436	-0.317368650134988	0.075	0.23	1
ARF4	0.00703502258565094	-0.323449342668309	0.575	0.602	1
SPRYD3	0.00711915773738695	0.277480906889481	0.2	0.062	1
PEG3	0.00725219538634706	-0.498725500198411	0.362	0.46	1
CYTIP	0.00730906837716575	0.437287967340665	0.525	0.317	1
COL4A3BP	0.0073782597428697	0.263074805579985	0.175	0.05	1
EIF4A3	0.00745654047523263	-0.339719260936544	0.637	0.727	1
ARHGEF6	0.00763959215577626	0.291017072940812	0.275	0.112	1
WDR60	0.00764119063269764	-0.333599726140525	0.125	0.205	1
AC097376.3	0.00766307985989058	-0.334379797312731	0.05	0.137	1
H2AFY	0.00768153624696426	-0.266937742034117	0.325	0.323	1
RAP2B	0.00770527041716045	-0.406823759466209	0.138	0.292	1
CIRBP	0.00776428584164569	-0.379003993675417	0.875	0.925	1
DPP8	0.00778837702562949	0.27607461839862	0.238	0.087	1
PPP1R15A	0.00781218057455096	-0.260597109808021	0.875	0.975	1
COL3A1	0.00786654739178008	-0.588558462634157	0.438	0.484	1
SPTY2D1	0.0078983291604149	-0.361597000906313	0.475	0.503	1
EIF3J	0.0079124340664322	-0.43507125940721	0.425	0.534	1
GTF2B	0.00804723460193311	-0.307627932764306	0.537	0.497	1
SERTAD1	0.00805046543222671	-0.39580336671547	0.662	0.702	1
RGS14	0.0081005213774962	0.295919486139766	0.15	0.043	1
PANK2	0.00810544330461146	0.265555063223429	0.188	0.056	1
CRISP3	0.00813284391277913	-0.335120401791444	0.025	0.118	1
ERAP1	0.00827404933437464	0.25534980038564	0.225	0.081	1
RNGTT	0.0082952972850973	0.388488344517669	0.175	0.05	1
OCIAD1	0.0083621890165923	0.295889974294809	0.7	0.497	1
ANGPT2	0.00842526874623931	0.26347991742743	0.138	0.031	1
ARHGAP15	0.0085909440781537	0.46480895764107	0.362	0.18	1
CCT3	0.00867167683175614	-0.255830945542277	0.412	0.385	1
DENND10	0.00875637829153829	-0.275033887277714	0.05	0.13	1
ATP1B3	0.00881842551395171	-0.442890066810745	0.775	0.764	1
DENND1B	0.00884642654509021	0.278754128369977	0.188	0.068	1
EXOG	0.0089179730534416	0.250442178462376	0.175	0.05	1
PHF3	0.00899824305971661	0.440639302638121	0.662	0.472	1
SEPTIN6	0.00900950047266074	-0.459961394661937	0.238	0.398	1
WAPL	0.00912637209977962	0.355794487659215	0.412	0.224	1
RORA	0.00921544125980703	0.372895156878971	0.738	0.54	1
TGFBR3	0.0092714448034064	-0.337368153858676	0.362	0.404	1
CREM	0.00927731574729162	-0.497459433127484	0.812	0.901	1
ERVK3-1	0.00941107819364914	-0.268976083246334	0.225	0.298	1
SMAD3	0.00941886054738588	-0.35893290697697	0.088	0.242	1
ODF2L	0.0094476834717034	0.464751164397885	0.475	0.28	1
SLFN5	0.00958984526280626	0.333155537902471	0.525	0.323	1
C11orf54	0.00960389790072837	-0.307062620196563	0.038	0.143	1
ZMAT2	0.0096044679180562	-0.338015207995574	0.312	0.36	1
DNAJB6	0.00966763613110769	-0.399707334493114	0.675	0.714	1
BCL11B	0.00974543200921622	-0.533164765695523	0.388	0.553	1
EEF2	0.00975491230930325	-0.283470567642944	0.875	0.882	1
TUBA4A	0.00975947428526565	-0.327340585633113	0.425	0.429	1
SNHG1	0.00978793641081306	-0.357840727625599	0.075	0.224	1
INPP5K	0.00980073311840688	0.276879527909812	0.162	0.043	1
ZNF708	0.00984497409696135	0.255661377508249	0.25	0.099	1
COL27A1	0.00995576974809321	-0.289165687021402	0.05	0.174	1
DPT	0.0101883691651359	-0.287608027032147	0.212	0.404	1
CRIP1	0.010206121421265	-0.734443230705187	0.575	0.727	1
HSP90AB1	0.0102202066192084	-0.291711704049842	0.988	1	1
C19orf24	0.0102225059274142	0.255663552569593	0.138	0.031	1
CD9	0.0102292547806833	0.429810653793031	0.45	0.255	1
KIAA0232	0.010281716197723	0.364621301653015	0.338	0.168	1
MAPK3	0.0107419991669034	0.271102170694165	0.262	0.112	1
ZNF683	0.0107520666208579	0.268379322139281	0.138	0.031	1
CST3	0.0107668045688209	0.502036420995394	0.887	0.783	1
LINC00632	0.0108009271125293	-0.251181827353781	0.013	0.106	1
ZNF655	0.0108563877683534	-0.281596660708273	0.262	0.311	1
ECRG4	0.0108758642497149	-0.582362635878176	0.025	0.106	1
XCL2	0.0109737855579423	-0.757722813153618	0.162	0.342	1
ITGAE	0.011000885311845	-0.295500489009444	0.1	0.199	1
DIXDC1	0.0110554425844268	0.323661431281943	0.35	0.174	1
FOXO3	0.0110753216023483	-0.433379364447497	0.225	0.373	1
USP34	0.01109573006101	0.436827632747967	0.613	0.416	1
NARS	0.0111179559677259	-0.270924089918018	0.275	0.335	1
SNHG17	0.0111231398169734	-0.267234500608135	0.038	0.124	1
PRKAG2	0.0111826145186633	0.447791273508359	0.262	0.137	1
MRPS36	0.0112666339170304	0.41512083871153	0.412	0.23	1
SFRP1	0.0112681345569101	-0.645972746252727	0.512	0.646	1
ARHGAP29	0.0112708521086472	0.387682813083898	0.275	0.118	1
TMEM131	0.0113059617037738	0.367106662690284	0.375	0.211	1
VPS13C	0.0113556309969893	0.346454301644805	0.65	0.447	1
ELOC	0.0113810683628994	-0.28870778755988	0.537	0.491	1
PLAAT3	0.0114534539772707	-0.384264159632252	0.112	0.242	1
RSL1D1	0.01167912637515	-0.26218078328535	0.625	0.64	1
MRPS22	0.0117395058281831	-0.303736256407951	0.162	0.273	1
PIM1	0.01183451708045	-0.50414890109324	0.15	0.298	1
FRG1	0.0122394077831329	-0.295016741197578	0.388	0.422	1
SLC25A44	0.0122787009763623	-0.399669771590308	0.112	0.267	1
EIF1	0.0123314243842415	-0.25168392505136	1	1	1
NXF1	0.0127636226671735	-0.351496516369144	0.112	0.267	1
PHF10	0.0127825723829187	-0.252161737243819	0.212	0.248	1
MAD2L2	0.01278827072424	0.2576238057153	0.188	0.068	1
PLEKHG2	0.0128097172638612	-0.272723769955414	0.038	0.149	1
OSTF1	0.0128375790632255	0.403445091337291	0.35	0.186	1
BNIP3L	0.0129379274663088	-0.278960397327237	0.462	0.497	1
BAG3	0.0130179526705063	-0.45721092998955	0.288	0.422	1
MYO5A	0.0130615958878977	0.33726973682267	0.188	0.062	1
FTL	0.0135177327196297	-0.399879496787475	0.988	0.994	1
KDM5B	0.0135231045010692	-0.38842277625331	0.275	0.391	1
ATM	0.0135694364976219	0.426230698593517	0.512	0.323	1
PENK	0.0139502960803496	-0.402440271201004	0.038	0.13	1
FAM89B	0.0141457650244539	0.324751696241828	0.338	0.174	1
SKAP2	0.0142853739385285	0.27630539741831	0.312	0.149	1
DAP	0.0143315489845906	0.251904110996176	0.312	0.149	1
SMAD9	0.0145207885626033	0.407289231095676	0.212	0.081	1
ZFC3H1	0.0146589110765939	0.458388834714484	0.375	0.199	1
NT5E	0.0147234468722513	0.42252364207211	0.3	0.143	1
SLC25A33	0.0149133888524457	-0.278532882574312	0.112	0.186	1
SEC14L1	0.0149286281438831	-0.294865300402768	0.225	0.255	1
COL15A1	0.0150977219713503	-0.320620677133361	0.125	0.211	1
RB1CC1	0.0151245027208796	-0.300342682537017	0.475	0.491	1
DYNLL1	0.0151853069161281	-0.354169855936023	0.925	0.919	1
ZFP36L2	0.0153319856478631	0.40646028971731	0.975	0.938	1
VAT1	0.0154081541774083	0.447287565278976	0.238	0.137	1
LPXN	0.0154575201692077	0.275239364811154	0.225	0.087	1
MTRF1L	0.0155529579316336	0.259046347883402	0.225	0.087	1
RBM27	0.0156252489431714	-0.409048884807245	0.175	0.298	1
GSTM3	0.0157069750692033	-0.417215353348692	0.188	0.354	1
C2orf49	0.0157523476650333	-0.254092940879604	0.2	0.267	1
CASP4	0.0158407113580665	0.378564934903634	0.388	0.211	1
DDX24	0.016037265124142	-0.343056458583339	0.875	0.944	1
ARL5A	0.0161928343918971	-0.309518002455998	0.138	0.292	1
ANK2	0.0164921909293129	-0.518811920438317	0.212	0.348	1
CERT1	0.0165387190268368	-0.378049564270341	0.15	0.292	1
