	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
SEPT7	1.21654314827487e-42	0.692420617899979	0.325	0.08	3.57444707826123e-38
CTGF	6.36032387761768e-42	0.818285012181675	0.192	0.02	1.86879036172163e-37
CERT1	6.91631804634838e-42	-0.595487724922729	0.229	0.51	2.03215256837808e-37
ATP6V0C	1.64337116324869e-41	-0.490414514120862	0.351	0.672	4.82855315185729e-37
MT-ATP6	4.20368832194631e-41	-0.445183071252199	0.91	0.983	1.23512770275426e-36
SEPTIN7	4.58431961292945e-41	-0.486156522573813	0.358	0.676	1.34696478867093e-36
SERPINA5	1.88863682934228e-40	-0.633935660836607	0.086	0.343	5.54919273197348e-36
LINC01578	1.91009867147349e-40	-0.542610759540497	0.328	0.642	5.6122519165234e-36
MT-CYB	6.52199312431708e-40	-0.476582229164888	0.903	0.977	1.91629201978684e-35
INO80D	2.55965566655786e-39	1.64682828621472	0.577	0.413	7.52078027948032e-35
KRT19	2.94001322130625e-39	-0.806267955070899	0.783	0.948	8.63834684684202e-35
DDX5	3.72205651627881e-39	-0.583963323640942	0.841	0.959	1.09361464561304e-34
RBIS	6.64513666421187e-39	-0.473277654813577	0.358	0.669	1.95247405467873e-34
RAP2B	7.95536521176731e-39	-0.875784523930257	0.439	0.652	2.33744540652147e-34
RPL15	3.46465401330491e-38	-0.282315128457474	0.871	0.992	1.01798464218925e-33
CCN2	4.42736636373384e-38	-0.939009863581469	0.219	0.517	1.30084878499228e-33
S100A6	5.62818119309281e-38	-0.415210142712509	0.801	0.971	1.65367219815453e-33
LDHB	7.98779885777866e-38	0.606319655601094	0.709	0.631	2.34697506039253e-33
MUM1	8.80740943163436e-38	0.334665432670038	0.178	0.02	2.58779303920281e-33
ATP5F1E	1.8031952823763e-37	-0.338561681195429	0.718	0.933	5.29814837867804e-33
SEPT2	3.80868596801338e-37	0.630199808752484	0.284	0.069	1.11906811112169e-32
MTRNR2L8	4.04271136963093e-37	-0.356909768398619	0.026	0.224	1.18782945462496e-32
MFGE8	1.04160751019472e-36	0.60109096032501	0.481	0.273	3.06045118645413e-32
C9orf3	5.54905618012881e-36	0.495996111264359	0.208	0.034	1.63042368684545e-31
C19orf70	2.52190617393723e-35	0.518298612175103	0.245	0.053	7.40986472026238e-31
AP001324.1	2.54214514911818e-35	1.56965922191395	0.169	0.021	7.46933087713904e-31
SNHG16	3.26123404409916e-35	-0.393711493571621	0.353	0.648	9.58215786837216e-31
AC073621.1	5.33964357214988e-35	1.47578082309651	0.169	0.02	1.56889407436908e-30
HSPD1	5.53042706135201e-35	0.673738521982197	0.824	0.868	1.62495007916645e-30
SEPTIN2	6.85214688244231e-35	-0.447993105006086	0.333	0.629	2.0132977969992e-30
PAM	9.04991974012135e-35	1.00458127581274	0.524	0.316	2.65904741804246e-30
CLDN10	1.16270591432585e-34	-0.740125120046997	0.393	0.605	3.41626251747222e-30
S100A11	4.92318655881951e-34	-0.356440885182308	0.751	0.944	1.44653067471235e-29
RPL39	6.41553311029553e-34	-0.289872058737704	0.868	0.987	1.88501193846703e-29
RPL28	9.14078729536193e-34	-0.286852798748241	0.871	0.989	2.68574612312324e-29
MICOS10	1.98685189870823e-33	-0.31400126596687	0.362	0.638	5.83776824878451e-29
ERP27	2.75867221183802e-33	-0.645262711817615	0.362	0.584	8.10553069282247e-29
TNFAIP3	3.96094421115565e-33	-0.811260290674506	0.384	0.617	1.16380462812175e-28
ARL6IP1	4.95914103501336e-33	-0.550709747101693	0.55	0.774	1.45709481890763e-28
RPL13AP5	5.09604923134058e-33	1.36572258370313	0.159	0.02	1.49732118515249e-28
C8orf59	6.55391317166003e-33	0.55884894655192	0.286	0.079	1.92567076809715e-28
ISYNA1	6.78735193525847e-33	-0.541422739791661	0.494	0.716	1.99425974561764e-28
FAM208B	6.82787562597473e-33	0.469983886117893	0.196	0.035	2.0061664164239e-28
HSP90AB1	1.17791009563868e-32	0.325350330277177	0.931	0.986	3.46093544300557e-28
FAM208A	1.56531288170442e-32	0.414667777124407	0.169	0.024	4.59920230902394e-28
VIM	1.88821036474178e-32	0.621173745011582	0.744	0.724	5.54793969368431e-28
FKBP2	2.62392407939974e-32	0.672353842317782	0.374	0.156	7.70961373009232e-28
FTL	3.60826667343384e-32	-0.3468907176027	0.797	0.963	1.06018091398833e-27
RALYL	7.45025081696522e-32	0.537844396676485	0.134	0.011	2.18903269504072e-27
MT-CO3	7.80690623988465e-32	-0.393177137877142	0.929	0.983	2.29382519140291e-27
FAM96B	9.33761098397243e-32	0.339993212630649	0.236	0.054	2.74357685931078e-27
DAPL1	1.047406209783e-31	-0.569824665913209	0.483	0.742	3.07748892558442e-27
CD44	1.93925340558232e-31	-0.456224666195086	0.467	0.721	5.69791435628197e-27
COL4A3BP	3.52867352521542e-31	0.536996568178275	0.196	0.036	1.03679485517879e-26
MRPS24	6.91960702118876e-31	-0.363553288172052	0.346	0.624	2.03311893496568e-26
CPM	9.1850588249084e-31	-0.506096397671397	0.138	0.371	2.69875398393459e-26
SLC40A1	1.31694749503193e-30	-0.67484799641039	0.557	0.753	3.86945512990282e-26
TOMM6	1.87085118023347e-30	-0.347312369482742	0.356	0.632	5.49693493776197e-26
MT-ND1	5.41279712575368e-30	-0.364170998197739	0.875	0.975	1.59038805148895e-25
BICD1	1.50669451823602e-29	1.09001876680108	0.617	0.492	4.42696983348108e-25
SNHG32	1.6024308091746e-29	-0.407214092571517	0.342	0.613	4.70826220351681e-25
ANKHD1	2.07860973016929e-29	-0.40655778644865	0.289	0.509	6.10737110918339e-25
SLC25A6	2.42436027595274e-29	-0.424332129815783	0.693	0.891	7.12325536280435e-25
MT-ND2	2.72244164708461e-29	-0.410761175705963	0.864	0.973	7.999078047464e-25
FAM213A	2.78440351124089e-29	0.334540766139865	0.199	0.041	8.18113439672798e-25
MT-ND4	2.78910596437555e-29	-0.346582683994296	0.924	0.976	8.19495114452825e-25
TLE5	3.86069057269549e-29	-0.369321813269897	0.365	0.635	1.13434810406939e-24
SAT1	4.16026259558735e-29	-0.499376826250364	0.82	0.954	1.22236835583548e-24
RPL37A	4.20886670315369e-29	-0.321915983252888	0.942	0.994	1.23664921472062e-24
CSMD1	4.84958125978572e-29	1.39432589471554	0.148	0.038	1.42490396575024e-24
LINGO1	9.46206468102276e-29	0.937428030230224	0.168	0.027	2.78014384457811e-24
B2M	1.49431334762718e-28	-0.342118469792492	0.836	0.972	4.39059147799817e-24
ATP5MG	2.17057243768028e-28	-0.252291834171736	0.704	0.903	6.3775759363922e-24
TPM1	4.0653824495788e-28	-0.649873049540269	0.596	0.786	1.19449067133524e-23
LRRC75A-AS1	6.58736300436214e-28	1.17861893437535	0.12	0.011	1.93549899794168e-23
IRF1	6.64955500899952e-28	-0.646744664585024	0.681	0.813	1.95377225274424e-23
ATP5S	6.7127947128643e-28	0.260351579967403	0.182	0.034	1.97235334253379e-23
RPL18A	7.06885786556252e-28	-0.290714275979037	0.891	0.987	2.07697181805958e-23
ERBB4	1.04501199496136e-27	1.3930891994989	0.474	0.434	3.07045424359545e-23
PPP1R15A	1.60124282542847e-27	-0.440389845945788	0.705	0.881	4.70477166967393e-23
AES	2.64538137560913e-27	0.308061809090476	0.263	0.095	7.77265955781476e-23
EYA2	3.28763268514019e-27	0.989175608075937	0.434	0.32	9.6597223554789e-23
MINOS1	8.52058664542659e-27	0.367376799722023	0.243	0.068	2.50351876815924e-22
EEF1D	1.18878417509382e-26	-0.295207838711195	0.79	0.944	3.49288566326065e-22
C19orf33	1.76888390864248e-26	-0.423724663003489	0.721	0.901	5.19733470037335e-22
GSTP1	2.60230426697558e-26	-0.27150639818406	0.829	0.966	7.64609039722765e-22
SERPINA3	4.22152209587494e-26	-1.00326233529542	0.109	0.306	1.24036762220997e-21
S100A2	7.46550304788972e-26	-1.79091290122064	0.178	0.319	2.19351410553096e-21
RPL9P9	7.78282421116224e-26	1.1805007177725	0.138	0.019	2.28674940972369e-21
KLF5	7.88587434679372e-26	-0.517962625362305	0.693	0.858	2.31702760057493e-21
RPL37	1.11160445474152e-25	-0.262749651337895	0.931	0.994	3.26611620892153e-21
RAD50	1.23277865607313e-25	-0.41987974157045	0.344	0.56	3.62215024727407e-21
LCN1	1.46326405987218e-25	-0.470874926737791	0.007	0.136	4.29936246071645e-21
AHR	1.52730008856807e-25	-0.488427702805101	0.388	0.607	4.4875131202307e-21
FGL2	1.92878759623069e-25	-0.576115387873849	0.102	0.285	5.66716371524501e-21
COX8A	2.03869394834602e-25	-0.340302876368622	0.637	0.848	5.99009055903029e-21
NDUFA13	2.17871301523065e-25	-0.276216717261617	0.67	0.873	6.40149458135068e-21
TROVE2	2.43859443664379e-25	0.261471872521064	0.175	0.035	7.16507817374678e-21
ARPC2	2.45010450198858e-25	-0.362916654464734	0.705	0.878	7.19889704774285e-21
PNRC1	3.22987612760582e-25	-0.465591399631474	0.806	0.939	9.49002203813144e-21
ITGB6	3.38999475775634e-25	-0.458612311792253	0.212	0.429	9.96048259723967e-21
MUC20-OT1	4.04051664900531e-25	0.279641121111951	0.189	0.043	1.18718460181074e-20
DSP	4.04140920299035e-25	-0.443154851164197	0.587	0.787	1.18744685202262e-20
DSTN	6.47162855176765e-25	-0.319562077515136	0.772	0.928	1.90149390108037e-20
GALNT4	8.71056435032782e-25	-0.358256806748828	0.168	0.378	2.55933801741332e-20
TRAPPC5	1.24809896174564e-24	-0.343298920325581	0.367	0.614	3.66716436940104e-20
NEAT1	1.47586132552777e-24	-0.602254277947712	0.748	0.909	4.3363757466657e-20
KDM6B	1.99039354229946e-24	-0.488918623431723	0.43	0.629	5.84817430598426e-20
RPL18	2.30837744420726e-24	-0.273410288553254	0.905	0.988	6.78247460656977e-20
RNPC3	2.37431257586588e-24	0.713809236542269	0.566	0.438	6.97620521040912e-20
MYH10	2.72195302536538e-24	0.69419571156902	0.499	0.387	7.99764237912855e-20
PERP	3.83487698056004e-24	-0.565000566657276	0.677	0.834	1.12676355442815e-19
PCP4	5.30598135151495e-24	0.355771474623322	0.231	0.07	1.55900344070212e-19
AC007969.1	5.53006988567131e-24	1.09975929315291	0.127	0.018	1.62484513380795e-19
HES4	1.06480478181123e-23	-0.436168250731892	0.339	0.574	3.12860940991777e-19
TMEM176B	1.47467269274507e-23	0.285860906159754	0.192	0.051	4.33288330582358e-19
PLAUR	1.65056292473964e-23	-0.621912301822734	0.37	0.566	4.84968398547e-19
SUMO2	2.84980757581066e-23	-0.277056062790779	0.716	0.897	8.37330461924688e-19
CPE	3.89657589879114e-23	0.588661532265998	0.444	0.256	1.14489193058281e-18
CD9	6.06306782934423e-23	-0.285033447619343	0.781	0.936	1.78145058961792e-18
ATP5E	6.49120649137605e-23	0.9898738651304	0.113	0.013	1.90724629129611e-18
AC097376.2	7.51122915725657e-23	0.369628848268105	0.15	0.028	2.20694935098512e-18
AMD1	7.79550011576769e-23	-0.450454081543806	0.642	0.811	2.29047384401486e-18
ZFAND5	1.06031258464148e-22	-0.416636105266656	0.667	0.83	3.11541043619359e-18
TIPARP	1.15527481054623e-22	-0.508794577212335	0.497	0.665	3.39442844834693e-18
TNFAIP2	1.32487003910446e-22	-0.755948426942556	0.444	0.617	3.89273314889671e-18
RARRES3	1.54090565009748e-22	0.32427843170675	0.215	0.069	4.52748898111641e-18
PMAIP1	1.6965004869375e-22	-0.479400534127502	0.519	0.678	4.98465773071977e-18
AC096919.1	1.92618032620979e-22	0.945706713104887	0.12	0.018	5.6595030344696e-18
KRT5	1.95399483635052e-22	-1.03527560923197	0.155	0.247	5.74122762816509e-18
C3	2.22468902512743e-22	0.964317057194713	0.589	0.503	6.53658129362943e-18
RPS28	2.40685665176501e-22	-0.262780505997711	0.935	0.994	7.07182621421594e-18
UBC	2.6873071781183e-22	-0.2881412153195	0.891	0.98	7.89584595074718e-18
ZBTB20	2.75599353629063e-22	0.776530964407177	0.628	0.578	8.09766020832913e-18
ATP5ME	2.95145888388808e-22	-0.328798645699521	0.677	0.865	8.67197649263996e-18
KRT7	3.57962939832143e-22	0.413274614571939	0.725	0.759	1.0517667098148e-17
UBE2V1	4.09917495280894e-22	-0.350073006792873	0.393	0.616	1.20441958463432e-17
MICOS13	4.43911685149175e-22	-0.344686121107976	0.335	0.569	1.30430131330531e-17
LINC00486	4.4815312052506e-22	0.993984011615793	0.138	0.025	1.31676349872673e-17
SQSTM1	5.31376905376189e-22	-0.359116462138582	0.67	0.84	1.56129162337632e-17
MAP3K21	5.40759014070235e-22	0.716971116795099	0.33	0.182	1.58885813514116e-17
LINC-PINT	6.22630158446791e-22	0.787477815339633	0.365	0.453	1.82941193154836e-17
KRTCAP2	7.92886233441359e-22	-0.371590942110977	0.6	0.789	2.3296583310974e-17
MUC16	7.93078238744962e-22	-0.580900002828037	0.4	0.549	2.33022248108045e-17
FHIT	8.15353024116045e-22	0.908020340680509	0.351	0.205	2.39567025545776e-17
C3orf58	1.13868718236758e-21	0.334373205935729	0.15	0.031	3.34569067923243e-17
GSN	1.15547489651572e-21	-0.458512910649112	0.704	0.828	3.39501634094248e-17
AL022718.1	1.87352770444454e-21	0.692529689037945	0.111	0.019	5.50479910119894e-17
RPS13P2	2.0745673252723e-21	1.01517470067244	0.118	0.019	6.09549371511508e-17
UBE2D2	3.30467773464757e-21	0.71593012623227	0.725	0.723	9.70980411994148e-17
WWC1	3.44941846961101e-21	0.910831162032574	0.554	0.466	1.01350813474111e-16
CCDC18-AS1	5.24796268050141e-21	0.35620800877195	0.3	0.451	1.54195639478493e-16
ESR1	5.87343389310851e-21	0.958577406439973	0.617	0.573	1.72573234647314e-16
VASN	7.88805226177696e-21	0.478980622667038	0.459	0.301	2.31766751555531e-16
NCL	8.65072338731079e-21	0.455673684404816	0.887	0.927	2.54175554565966e-16
NFE2L2	9.51742203916914e-21	-0.422761379148048	0.688	0.853	2.79640894354868e-16
PTPRM	9.6636851408634e-21	0.936132337973553	0.347	0.224	2.83938396808849e-16
ZFPM2	1.29369124747362e-20	1.02681460043487	0.379	0.321	3.80112362332699e-16
AOPEP	1.58412052261696e-20	-0.348798303925213	0.247	0.448	4.65446291955316e-16
KIAA1324	1.81176586743218e-20	-0.26057852647379	0.143	0.332	5.32333047168923e-16
OSER1	2.22163626309345e-20	-0.330160648713142	0.353	0.527	6.52761166822118e-16
IFITM2	3.30556745536734e-20	0.252461541692421	0.684	0.746	9.71241829736032e-16
AC119673.2	3.33604463740832e-20	-0.25739407332626	0.101	0.27	9.80196635363312e-16
PDLIM1	3.44379603516981e-20	-0.285813784301988	0.617	0.799	1.01185615105359e-15
NAALADL2	3.67325003664897e-20	0.916070098180312	0.353	0.235	1.0792743257682e-15
MUC1	3.89698852168178e-20	-0.591814935427931	0.605	0.744	1.14501316744054e-15
SCGB1A1	4.01367646633172e-20	-2.17376954426014	0.041	0.178	1.17929841933759e-15
BBC3	4.96171701066366e-20	-0.359280924095344	0.19	0.369	1.4578516920732e-15
RSL1D1	5.66747418247268e-20	0.455966934904225	0.778	0.828	1.66521726429412e-15
CIAO2B	6.92073998682581e-20	-0.261313913788479	0.312	0.532	2.03345182292916e-15
TES	7.30022263924315e-20	-0.413121846021681	0.497	0.68	2.14495141586242e-15
PSMA6	8.17502537277131e-20	-0.335871799234406	0.392	0.603	2.40198595502767e-15
RBM3	8.37810494736637e-20	-0.271171413957278	0.63	0.801	2.46165479563519e-15
LRMDA	8.51960747414894e-20	0.937380023532193	0.295	0.187	2.50323106805444e-15
EPHA2	1.05081281402675e-19	-0.398501426835931	0.381	0.562	3.0874982101734e-15
CYP1B1	1.47806284855083e-19	-0.533315980774676	0.16	0.329	4.34284426161204e-15
HIGD2A	1.89989709610538e-19	-0.350866023127755	0.603	0.778	5.58227764777682e-15
CAV1	2.44456076145678e-19	-0.402568758898768	0.377	0.587	7.1826084293123e-15
ATP5MPL	3.19008882111637e-19	-0.288448055745558	0.614	0.806	9.37311897420413e-15
FOXC1	3.28527174053796e-19	-0.331718334292671	0.067	0.201	9.65278542804862e-15
CRTAC1	3.56121652178622e-19	-0.300711848048363	0.175	0.371	1.04635663843123e-14
IGFBP7	5.30915346877466e-19	0.391689051760339	0.697	0.763	1.55993547219537e-14
CCSER1	6.09511904614309e-19	1.04740790630422	0.229	0.187	1.79086787813776e-14
HERPUD1	6.67753162833632e-19	-0.376885189223503	0.545	0.722	1.96199234303778e-14
HOTAIRM1	7.08181699937889e-19	-0.386442978415065	0.282	0.438	2.08077947075751e-14
WEE1	9.5672741233086e-19	-0.476501165490664	0.496	0.646	2.81105648291053e-14
RBM4	9.60550637338803e-19	-0.354587908237487	0.446	0.62	2.82228988262887e-14
F11R	1.05593404981012e-18	-0.369438970771931	0.413	0.579	3.10254542515211e-14
PNOC	1.11000146150026e-18	0.491078335177659	0.295	0.153	3.26140629418007e-14
PNISR	1.20478391612002e-18	0.471058742829135	0.776	0.771	3.53989610234383e-14
RPS23P8	1.20898622440193e-18	0.975251394322619	0.108	0.017	3.55224332453776e-14
GPHN	1.22038849457598e-18	0.704612264690618	0.254	0.136	3.58574547476314e-14
SYNE2	1.28986546100009e-18	0.521355494631436	0.783	0.77	3.78988269751047e-14
ITPRID2	1.35560961490088e-18	-0.337891789253163	0.198	0.363	3.98305217050175e-14
UGT2B7	1.63011755985694e-18	1.12039778573979	0.519	0.459	4.78961141437166e-14
HNRNPD	1.84488908262874e-18	0.388798423529825	0.743	0.771	5.42065310257978e-14
RPL21P16	2.15548955146275e-18	0.889680788581345	0.101	0.014	6.33325940010786e-14
ATP1B1	2.66951315803226e-18	-0.392088993349358	0.566	0.742	7.84356356093037e-14
TM4SF1	3.05057623033676e-18	-0.392938919176054	0.743	0.871	8.96320307997547e-14
SEPT10	3.483947015399e-18	0.311002002393	0.168	0.046	1.02365331206453e-13
BNC2	5.46930442179828e-18	0.957525147168374	0.437	0.375	1.60699102521277e-13
RBFOX2	6.51482257654004e-18	0.982760201606564	0.462	0.407	1.914185169439e-13
HSP90B1	7.11413102857975e-18	0.275292203178133	0.838	0.91	2.0902739788173e-13
MAFF	7.29578650615553e-18	-0.404344356335733	0.702	0.833	2.14364799123862e-13
IMMP2L	8.86942953716117e-18	0.866072042469495	0.409	0.3	2.60601578660869e-13
APP	1.01540138118845e-17	0.334140029405099	0.635	0.64	2.98345233820791e-13
RPL31	1.2716316327316e-17	0.305294322506321	0.942	0.98	3.736308063292e-13
RPL7P9	1.34446484917221e-17	0.723463731630306	0.106	0.018	3.95030661983779e-13
RAB3IP	1.49718028494149e-17	-0.447925968942377	0.388	0.543	4.39901511321508e-13
UQCR11	1.50938869469242e-17	-0.262483893777826	0.649	0.827	4.43488586274528e-13
CHMP3	1.71939382029865e-17	-0.33760627497366	0.511	0.671	5.05192292280149e-13
PAK3	1.74012269397664e-17	0.484782378240858	0.265	0.132	5.11282849944215e-13
SIK3	1.77631627509639e-17	0.89245923993808	0.347	0.236	5.21917247948821e-13
PDLIM3	1.95381219783775e-17	0.342793969077509	0.305	0.145	5.74069099968687e-13
ATP5F1D	2.12202232692852e-17	-0.291121332132341	0.665	0.837	6.23492600098139e-13
NGRN	2.35412140141302e-17	-0.288122941579008	0.328	0.525	6.91687950163173e-13
SELENOW	3.07231206632724e-17	-0.272792851966368	0.603	0.787	9.02706731328271e-13
GPX3	3.18729064065655e-17	0.279115810740192	0.213	0.085	9.36489736037708e-13
MTRNR2L12	4.0949830356461e-17	0.850558841395516	0.247	0.177	1.20318791553354e-12
CLIC1	4.30505658516629e-17	-0.269153684254554	0.675	0.843	1.26491172585356e-12
RPS26	4.33372917680509e-17	-0.436162823305852	0.852	0.957	1.27333630672887e-12
SCMH1	4.49836713027733e-17	0.807782693360761	0.231	0.162	1.32171023021809e-12
KIAA1217	5.58362608265282e-17	0.81611140901542	0.646	0.615	1.64058101560505e-12
COBL	5.91862354235886e-17	0.742791296370923	0.474	0.363	1.73900996921588e-12
AC005912.1	6.23962401119471e-17	0.695607596162132	0.101	0.018	1.83332632696923e-12
SFN	7.04551479699027e-17	-0.817096481752244	0.085	0.218	2.07011315765168e-12
BST2	7.75961515608076e-17	0.497160307532922	0.573	0.418	2.27993012515965e-12
ZC3H12A	1.66241436827028e-16	-0.400168535333528	0.42	0.573	4.88450589685175e-12
EIF4G2	2.77825553678966e-16	-0.273922409638803	0.688	0.844	8.16307041819538e-12
NAP1L1	3.39097065884329e-16	0.329245911665093	0.817	0.891	9.96334998981334e-12
MACROD2	4.14513015583934e-16	0.749877480198888	0.27	0.252	1.21792214238872e-11
CADM2	4.15011301764843e-16	0.392059782941086	0.081	0.143	1.21938620684546e-11
ITGB1	4.18470947220735e-16	-0.316668473563021	0.656	0.812	1.22955133712396e-11
B3GNT5	4.77016138050801e-16	-0.375344402200825	0.316	0.43	1.40156881682086e-11
EDN1	4.9799792869749e-16	-0.50179753578619	0.321	0.472	1.46321751409897e-11
CRISP3	6.15869572943596e-16	-0.668061436435089	0.7	0.756	1.80954797922287e-11
LINC00641	7.03711818916082e-16	-0.252250031447479	0.131	0.275	2.06764606633923e-11
COX16	7.72659356417091e-16	-0.324776344311345	0.439	0.613	2.2702277210247e-11
AC034236.1	8.20935630807783e-16	0.783897117427172	0.101	0.018	2.41207307043943e-11
DST	9.28941979021541e-16	-0.699184464819952	0.194	0.358	2.72941732276109e-11
CAV2	1.00537853066828e-15	-0.295829488334111	0.325	0.492	2.95400319880954e-11
CFL2	1.08683541867526e-15	-0.360381199150556	0.39	0.537	3.19333982715166e-11
MECOM	1.16911802302632e-15	0.787878160673107	0.51	0.55	3.43510257525592e-11
RPS6	1.17486985244524e-15	0.311752039726105	0.977	0.997	3.4520026004546e-11
FGF18	1.24803080008336e-15	0.272102032951124	0.272	0.134	3.66696409680492e-11
ZSWIM6	1.27874594209901e-15	1.03654846774411	0.473	0.477	3.75721132707531e-11
LUC7L3	1.28777015801256e-15	0.686343090844921	0.737	0.695	3.78372627827252e-11
AGR2	1.37725506268711e-15	-0.324853930006123	0.351	0.545	4.04665082518726e-11
CSRNP1	1.47178536205348e-15	-0.338298663657024	0.526	0.678	4.32439975078554e-11
S100A16	1.49439492917294e-15	-0.399886547444076	0.506	0.653	4.39083118089592e-11
NR2F1	1.51322661670198e-15	0.283878137984451	0.383	0.208	4.44616244519376e-11
HES1	1.59333062955622e-15	-0.3564034807537	0.43	0.619	4.68152405576208e-11
ITGA6	1.59371419803112e-15	-0.276259120531675	0.407	0.581	4.68265105665504e-11
RNASE1	1.78503677499312e-15	-0.819597182087112	0.388	0.522	5.24479505228478e-11
KRT15	3.27614203019361e-15	-0.784283357947404	0.125	0.275	9.62596051311485e-11
KLK6	3.97629572061494e-15	0.264202433974711	0.326	0.188	1.16831520863108e-10
SERPINB2	4.11345804353467e-15	-0.630269315281462	0.014	0.106	1.20861624235136e-10
NPAS3	4.21646059577238e-15	0.770814181242217	0.295	0.274	1.23888045224984e-10
H2AFZ	6.09378546127974e-15	-0.405277646932514	0.584	0.73	1.79047604423321e-10
SELENOK	7.43752341670685e-15	-0.32674790460263	0.577	0.732	2.18529313029681e-10
ATP5F1A	7.5964177191541e-15	-0.284281197288087	0.608	0.777	2.23197945424186e-10
HLA-DRB5	7.83892556944988e-15	0.321159057534084	0.395	0.222	2.30323311081576e-10
GABPB1-AS1	8.16911322301649e-15	0.515398884133327	0.686	0.656	2.4002488471867e-10
ATP1B3	8.99175080431593e-15	-0.260808772560415	0.402	0.573	2.64195622132411e-10
SERTAD1	9.3032679293403e-15	-0.321535615202994	0.589	0.745	2.73348618299877e-10
CYBA	9.41033702425978e-15	-0.437300574168356	0.649	0.799	2.76494522446801e-10
FXYD3	1.17065130621133e-14	-0.37222254023816	0.538	0.697	3.43960766791012e-10
BCAT1	1.53830596493874e-14	0.250323769521187	0.307	0.152	4.519850586183e-10
NRG3	1.69674322590243e-14	0.898912094916414	0.15	0.104	4.98537094634653e-10
TAGLN2	1.76650835575082e-14	-0.307795414280561	0.637	0.798	5.19035485086707e-10
MKLN1	1.77954194255536e-14	0.677397595886835	0.503	0.423	5.22865013561615e-10
HNRNPU	2.38508715708967e-14	0.261252319052141	0.84	0.899	7.00786308496087e-10
PDE3A	2.62777921034164e-14	0.805271059950676	0.27	0.174	7.7209408758258e-10
