	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
SEPT9	3.4279251163763e-08	0.577992570881054	0.224	0.062	0.00100719295769369
IFI16	3.43295540197396e-08	0.77368005037993	0.531	0.3	0.00100867095620799
PTPRJ	4.574396437331e-08	0.761146574194739	0.188	0.042	0.00134404916121659
WNK1	4.65514343363886e-08	0.769784446933188	0.367	0.165	0.00136777424367177
MICOS10	4.71487377788074e-08	-0.689778613507172	0.106	0.252	0.00138532421341692
RPS28	6.93628319556533e-08	-0.439971094723638	0.967	0.989	0.002038018728521
POU2F2	8.04052777366674e-08	0.685113169207076	0.551	0.319	0.00236246787045876
RPS17	9.24764920910015e-08	-0.404468650874624	0.547	0.742	0.00271714429061781
RPL26	9.42177686608247e-08	-0.500833253812433	0.861	0.964	0.00276830647879235
GRB2	1.41905170634238e-07	0.646287052629518	0.686	0.465	0.00416945772357518
RPL21	1.78269372791212e-07	-0.549813214929686	0.976	0.994	0.00523791071135139
AKAP13	1.86857417863686e-07	0.822801427087616	0.608	0.392	0.00549024465167083
HLA-DQA2	1.92008513640532e-07	-0.639076998613924	0.127	0.308	0.00564159414778611
MT-RNR2	2.03292896673116e-07	3.09225921845796	0.131	0.025	0.00597315189004948
RPS11	2.04773612740614e-07	-0.492139370550236	0.959	0.958	0.00601665828954473
RIPOR2	2.22736809498057e-07	0.772588838748052	0.433	0.227	0.00654445293667192
TSC22D3	2.3561796253772e-07	0.700080087689513	0.78	0.616	0.00692292697528328
MID1IP1	2.45892432426791e-07	0.48895496021446	0.155	0.031	0.00722481144956398
RARRES3	2.55513456774571e-07	0.36665424844027	0.11	0.011	0.00750749638695045
APBB1IP	3.35431531161608e-07	0.742399580785256	0.473	0.261	0.00985564924859038
IGLC1	3.4160790644692e-07	-3.81629399653625	0.037	0.154	0.0100371235072234
STX7	3.5146851330693e-07	0.455811956634204	0.306	0.132	0.0103268478579842
CYP51A1	3.52213666603883e-07	-0.735073521834754	0.073	0.218	0.0103487419521553
FAM129C	3.69279877776372e-07	0.628802022771935	0.2	0.056	0.0108501813688254
TOMM5	3.80519738869794e-07	-0.589244204059226	0.151	0.241	0.0111804309674723
TROVE2	4.01648130789544e-07	0.486856229674765	0.159	0.036	0.0118012253788584
FAM96B	4.83902224433245e-07	0.454189849551397	0.216	0.067	0.0142180151582976
RPS14	4.98371356588496e-07	-0.489685527403866	0.971	0.989	0.0146431471992832
NCF1	5.32157946338295e-07	0.520180285158214	0.486	0.272	0.0156358647793118
CPVL	5.46597663995095e-07	1.38223833110347	0.143	0.031	0.0160601325635039
RNASEK	5.57206739209804e-07	-0.665967806230901	0.233	0.431	0.0163718484114625
RPL8	5.65146182345609e-07	-0.493280133110421	0.939	0.964	0.0166051251296787
DOCK10	6.640899305868e-07	0.886355089033844	0.302	0.129	0.0195122903405014
CCR7	7.34466993913318e-07	-0.817769601597093	0.18	0.375	0.0215801092151611
CD46	8.2445000193331e-07	0.693491466107358	0.38	0.19	0.0242239899568045
HLA-DQA1	8.65459167214912e-07	0.768182820895917	0.682	0.616	0.0254289212511085
RPS21	1.00949632171219e-06	-0.461172690810797	0.951	0.961	0.0296610209245476
SNHG16	1.0697544054103e-06	-0.502913599850198	0.049	0.162	0.0314315239397654
MYC	1.09983584430979e-06	-0.775747018058067	0.127	0.294	0.0323153767775104
HDAC9	1.10471281468205e-06	0.871975265792923	0.269	0.106	0.0324586719209879
MBD4	1.24055258952204e-06	0.591014803092168	0.38	0.188	0.0364499161853366
CST3	1.2627759880299e-06	2.33979371537822	0.273	0.185	0.0371028840802945
IGHA2	1.41613813258024e-06	2.38841997808458	0.037	0.112	0.0416089706114725
SNX9	1.49556589086074e-06	-0.572632332002856	0.078	0.218	0.0439427170052703
SEPTIN6	1.62113566685408e-06	-0.612484899057046	0.106	0.235	0.0476322081635065
GABARAP	1.95833534343524e-06	-0.547352469664816	0.224	0.423	0.0575398090608143
EEF1B2	1.95852491688663e-06	-0.498306338383328	0.918	0.927	0.057545379107963
FLT3	1.97430563471844e-06	0.389991453631112	0.11	0.017	0.0580090481592973
TPM4	2.04246513647446e-06	0.669134930738082	0.584	0.381	0.0600117106398927
JMJD1C	2.10068973398374e-06	0.615106104049849	0.559	0.364	0.0617224657639102
UCP2	2.33272081718685e-06	0.5481010531326	0.367	0.182	0.068540003050584
CD1C	2.40474946570795e-06	0.653908770711969	0.302	0.132	0.070656348801431
SLC26A3	2.68724770727337e-06	0.685244087982803	0.114	0.028	0.0789567121351061
NUB1	2.86343579269696e-06	0.507126223578052	0.269	0.109	0.0841334704610221
WDFY4	3.0657884620303e-06	0.750592295356995	0.229	0.084	0.0900789965913744
GABPB1-IT1	3.27379123054345e-06	-0.480394927587646	0.057	0.134	0.0961905339358276
IQSEC1	3.47455067382338e-06	0.54518632116069	0.196	0.062	0.102089247898279
SLC2A3	3.86139850579262e-06	0.902770698309025	0.441	0.291	0.113455610897199
MT-RNR1	4.24357453137848e-06	1.64154845088674	0.122	0.022	0.124684706880963
PCED1B-AS1	4.45576720534842e-06	-0.490606912720702	0.037	0.151	0.130919352027547
CRYBG1	4.6255669185778e-06	0.460828609005525	0.233	0.087	0.135908407201653
UQCRB	4.79851957340066e-06	-0.518955711297792	0.629	0.759	0.140990102105658
NBN	4.9489175581717e-06	0.422859277601819	0.224	0.081	0.145409095694201
HMGB2	5.01624400952197e-06	0.534297216033404	0.322	0.151	0.147387281487775
VPREB3	5.57833785814363e-06	-0.486768055082567	0.061	0.193	0.163902722947976
PRKAR1A	5.82295013006296e-06	0.364694550513576	0.4	0.218	0.17108992072151
TENT5C	5.91899864312153e-06	0.604247367341987	0.335	0.199	0.173912018132197
XPO1	6.04919967647238e-06	0.396659792802375	0.257	0.106	0.177737584894112
AFF3	6.23802172022277e-06	0.794643649729022	0.335	0.196	0.183285554183585
RPS13	6.4232523236266e-06	-0.545391125832841	0.943	0.966	0.188727999772797
MINOS1	7.5632574474465e-06	0.426014807556319	0.204	0.07	0.222223630320873
LGALS2	7.66504656791724e-06	0.947282384244483	0.102	0.02	0.225214398258544
TMEM131	7.7135185519362e-06	0.6545618735738	0.253	0.104	0.226638602092989
MYADM	7.79014015456696e-06	0.551558056540178	0.502	0.317	0.228889898021487
GSTP1	7.82273063668557e-06	0.659018584808186	0.592	0.42	0.229847471567095
PLEKHA2	7.84718758587119e-06	0.675102907629099	0.282	0.126	0.230566065648067
RPL18A	7.94299145424706e-06	-0.430246786552163	0.914	0.975	0.233380974908687
FBXW7	8.00230917662333e-06	0.807444461125752	0.408	0.227	0.235123848227547
SP110	8.02889928767469e-06	0.663109475696504	0.404	0.221	0.235905118870458
NR4A1	8.99966837760001e-06	-0.632902697978543	0.367	0.524	0.264428256270643
CXCR4	9.05844851064526e-06	0.628069616139523	0.788	0.77	0.266155334139779
AAED1	1.14258105999711e-05	0.444841141824991	0.131	0.034	0.335713167048352
RPL37	1.31944540714436e-05	-0.345370180620469	0.959	0.975	0.387679449527155
RPL27A	1.38687475082865e-05	-0.401231406543981	0.947	0.958	0.407491539288475
SYK	1.40290273730877e-05	0.52899561066715	0.269	0.118	0.412200882276062
TXNIP	1.41022196496776e-05	0.679405964124577	0.62	0.437	0.414351417746828
GEN1	1.54587143860106e-05	0.517825607430333	0.171	0.053	0.454207946089764
RPL37A	1.68566984788134e-05	-0.327689835036861	0.943	0.972	0.495283514704496
GMFG	1.7739845181744e-05	0.521001159037617	0.441	0.261	0.521232131130003
RRBP1	1.98959555076083e-05	0.51363839494743	0.4	0.224	0.584582964724546
LUC7L3	2.08108167178637e-05	0.480179721993106	0.42	0.241	0.611463416804272
MRPS24	2.20070070901546e-05	-0.383432012291493	0.069	0.165	0.646609882322923
COX16	2.21051368878932e-05	-0.48651260000477	0.131	0.188	0.649493132040078
RPS16	2.21752795633853e-05	-0.436128737596406	0.947	0.961	0.651554064131387
RPL34	2.25839450370975e-05	-0.417709507671592	0.971	0.978	0.663561473079999
PLEK	2.27764568904361e-05	0.383515885075252	0.396	0.224	0.669217856354793
RPL41	2.49630379214677e-05	-0.265132308274257	0.935	0.992	0.733463980208565
NCOA3	2.59519171798978e-05	0.636100566560261	0.535	0.359	0.762519230579758
PTPRE	2.70872405108403e-05	0.6448265540092	0.216	0.084	0.795877300689509
CTSZ	2.85867614347805e-05	0.421164206220146	0.502	0.317	0.839936224476721
TBL1XR1	2.9817285532977e-05	0.307962924100326	0.294	0.146	0.876091483529929
ZNF804A	3.15811419257927e-05	0.574862572581791	0.106	0.022	0.92791711206364
RPL9	3.46463987059854e-05	-0.392080869178117	0.967	0.978	1
TNS3	3.46830721798768e-05	0.544653825591535	0.143	0.045	1
RPL13A	3.70342833775186e-05	-0.450656836831878	0.976	0.975	1
HCK	3.71627606858612e-05	0.464935147126539	0.147	0.042	1
YBX3	3.72931305438802e-05	0.495760281149213	0.408	0.235	1
ARHGAP24	3.79382248436671e-05	0.630786722998772	0.514	0.378	1
IKZF1	3.90348638925438e-05	0.392093474273169	0.363	0.199	1
HLA-B	3.94391827611729e-05	0.386434854029182	0.971	0.941	1
C6orf106	4.10166734222144e-05	0.490002466157678	0.143	0.042	1
KDM6B	4.17367287782956e-05	-0.515551797951424	0.347	0.398	1
COL4A3BP	4.33897690041464e-05	0.325894411367497	0.102	0.02	1
RHOC	4.33991120317962e-05	0.251695630271854	0.151	0.048	1
SNX3	4.40910572923759e-05	0.693822432842664	0.522	0.392	1
ARL6IP5	4.52087977797254e-05	0.446134741768909	0.486	0.311	1
MT-ATP8	4.6617757333987e-05	0.37572160353678	0.392	0.227	1
PIM2	4.66191706315225e-05	0.409132596527114	0.38	0.213	1
LRRK2	4.97630388315314e-05	0.389269250597855	0.159	0.05	1
INSIG2	5.14090712957433e-05	0.342954741845018	0.159	0.05	1
RPL30	5.15257051153408e-05	-0.454691330796172	0.955	0.969	1
RPL32	5.49519766541678e-05	-0.443655821468431	0.976	0.975	1
FCHSD2	6.87475888796702e-05	0.644927192808422	0.384	0.235	1
ATP6V1D	7.41266533020942e-05	0.25089482570628	0.196	0.078	1
CMTM6	7.42455246747869e-05	-0.472749317185436	0.363	0.44	1
RPS2	7.43440480759448e-05	-0.414542307696093	0.918	0.975	1
LRBA	7.4453427612062e-05	0.480784969576371	0.147	0.045	1
GM2A	7.6470274531738e-05	0.257416743491541	0.147	0.045	1
SAMHD1	7.90720082088583e-05	0.826365384611518	0.159	0.053	1
TCF4	8.14264352755121e-05	0.533477985535308	0.531	0.359	1
MS4A1	8.61209207582539e-05	0.614452898830386	0.6	0.504	1
ACBD6	8.79500666437456e-05	0.273505004327426	0.188	0.076	1
CTSS	9.05807831941139e-05	0.576967217135195	0.682	0.521	1
TTC17	9.17063557928648e-05	0.625372036546618	0.184	0.07	1
RPLP0	9.72263076954134e-05	-0.433635950682023	0.878	0.927	1
TOP1	0.000102453896249254	0.495608580670465	0.527	0.353	1
AC253572.2	0.000104859929168163	-0.457654209057611	0.029	0.106	1
PMAIP1	0.000105509412377397	-0.640598227977914	0.192	0.308	1
IRF2	0.000108798669089242	0.460029021631008	0.224	0.098	1
UPF2	0.000108988911997623	0.58202195884056	0.461	0.294	1
C6orf48	0.000109158015062565	0.340724492965303	0.212	0.092	1
RBIS	0.000109309562264402	-0.468735637417449	0.122	0.21	1
SULF2	0.000110261007284794	0.47089888931176	0.245	0.112	1
GGA2	0.000111317155830822	0.487815258094477	0.335	0.182	1
TACC1	0.000121366317270277	0.357490789730022	0.331	0.179	1
DCUN1D1	0.000123816725286097	0.403300883877962	0.184	0.07	1
RAC2	0.000131013042016449	0.467224625077465	0.469	0.3	1
GLRX2	0.000132147656768902	0.290111132508673	0.118	0.031	1
LYZ	0.00013542026046913	0.985732570650604	0.11	0.042	1
RHOH	0.00013560148128181	0.604197852554478	0.42	0.275	1
PABPC1	0.000139586117259062	0.737544343227309	0.82	0.742	1
AC073111.5	0.000141546910671655	0.327940237719861	0.102	0.022	1
DNAJA1	0.000150166259078887	0.45967587536035	0.743	0.585	1
KLF2	0.000155728100176171	0.532279596978266	0.629	0.457	1
RPS8	0.000160611039131136	-0.418209718161869	0.984	0.992	1
C8orf59	0.000161860461685662	0.402688226802716	0.163	0.059	1
PECAM1	0.000168830839827652	0.278010360146312	0.204	0.087	1
HLA-DPA1	0.00016917224610163	0.727587021145789	0.808	0.796	1
AIF1	0.000169305971427972	1.10062596502395	0.135	0.042	1
GSN	0.000171549726636968	0.437024444205179	0.245	0.115	1
CCDC50	0.000179094992199509	0.481888227459405	0.547	0.384	1
SH3BP5	0.000183882149213217	0.340798817390767	0.457	0.294	1
TIAL1	0.000187808096461905	0.57659811676581	0.298	0.16	1
FCRL2	0.000190168596116909	0.519331176992102	0.302	0.16	1
ASH1L	0.000191371633209734	0.523777496538604	0.367	0.221	1
USP6NL	0.000192449477186057	0.459270956583749	0.18	0.07	1
C19orf70	0.000197684406634117	0.398968438112261	0.167	0.062	1
KIF16B	0.000199704254350022	0.545880628018532	0.114	0.031	1
RPS23	0.000203319357423174	-0.44370307449963	0.967	0.975	1
ZFR	0.00021015770671055	0.433240288267281	0.208	0.09	1
SMARCA2	0.000217169906300608	0.587298085633027	0.265	0.151	1
GRK3	0.000218555713492022	0.604364036689669	0.204	0.087	1
RAMMET	0.000221710353727556	0.401426832204795	0.143	0.048	1
MPEG1	0.000223005462440305	0.610342204438439	0.257	0.129	1
RTN4	0.000234975285449137	0.483698598386815	0.367	0.218	1
BPTF	0.000235595818780657	0.517879237249902	0.441	0.289	1
RALGPS2	0.00024220546537804	0.570368779965985	0.567	0.49	1
U2SURP	0.000242753727379317	0.439195309785011	0.384	0.23	1
TTC7A	0.000244734829536626	0.360547048576583	0.114	0.031	1
SCAF11	0.000247017027817434	0.426095761916372	0.543	0.375	1
MT-CO2	0.000247333667635233	-0.35596973018724	0.943	0.978	1
SNRPF	0.000251951545878158	-0.321197374678269	0.282	0.303	1
FAM208A	0.000252041640480579	0.359604311740329	0.139	0.045	1
BOD1L1	0.000256684718010289	0.572040551884679	0.486	0.322	1
DNAJC15	0.000258082093431712	0.353953767477524	0.396	0.241	1
USP3	0.000269716295577369	0.382340494753706	0.241	0.115	1
INO80D	0.000277879846343093	1.08857224166785	0.261	0.168	1
RASSF2	0.00028054333851024	0.491095908997385	0.237	0.115	1
STK17B	0.000284389735023936	0.492485196685513	0.592	0.437	1
KDM5A	0.000288213773564677	0.294820961317381	0.31	0.179	1
EPM2AIP1	0.000291858442133252	0.460188837822199	0.229	0.112	1
GNAS	0.000295204151625576	0.382543883249638	0.641	0.476	1
PACSIN2	0.000295884015609967	0.37539188754782	0.118	0.034	1
MESD	0.00030960095324288	0.286904034601303	0.286	0.151	1
OSBPL10	0.000310240614678826	0.499029185954522	0.261	0.132	1
RRM2B	0.000317552364321112	0.387696524012662	0.159	0.059	1
GRN	0.000326650982527729	0.452363449389942	0.286	0.151	1
PTP4A1	0.00033572189856328	0.315303694196523	0.122	0.036	1
SEPHS2	0.000338169091292801	0.345416585461923	0.167	0.064	1
ATP5PO	0.000338429123702737	-0.38379564838003	0.331	0.373	1
RPL31	0.000347391136513687	-0.34914911612747	0.829	0.896	1
SLC25A6	0.000348017501043145	-0.45763964287296	0.502	0.639	1
IL10RA	0.000350365813548898	0.361968120585636	0.351	0.204	1
SIPA1L3	0.00036035816326015	0.577580840202315	0.135	0.045	1
RNASE6	0.000375096943480733	0.61732018664933	0.163	0.076	1
RUBCNL	0.000379002474416587	0.380341322319317	0.233	0.115	1
EZR	0.000399409898452661	-0.348881340057477	0.767	0.821	1
GPRIN3	0.000415558800920402	0.50887613052231	0.18	0.076	1
SDCCAG8	0.000427857255477697	0.511447338977111	0.176	0.073	1
PARP1	0.000434861404576653	0.479698958705036	0.388	0.238	1
MAP3K1	0.000439860060947997	0.446761252643232	0.31	0.174	1
SSBP4	0.000443488788392708	0.279269598110139	0.204	0.092	1
CDK14	0.000445407582295407	0.698947450056449	0.249	0.146	1
PLP2	0.000453879047220303	-0.487724787896842	0.29	0.387	1
TTC3	0.000455744283920559	0.451356273477383	0.461	0.305	1
CD84	0.000465620775774847	0.530215447036798	0.118	0.036	1
RPL29	0.00047764557519267	-0.30338011148704	0.886	0.952	1
ORAI2	0.000479051181670522	0.482086967838988	0.335	0.193	1
COQ10B	0.000481829575721074	0.303145907829585	0.261	0.134	1
UBE2V1	0.000482678232564459	-0.464116266941016	0.155	0.238	1
TLE5	0.000498266463161072	-0.431265165339069	0.11	0.196	1
SCO2	0.000506232193904332	-0.327631597558467	0.045	0.106	1
MICOS13	0.000507981981934118	-0.33773061997029	0.106	0.132	1
YPEL3	0.000515138128402137	0.487791912030389	0.314	0.188	1
CCDC28A	0.000518314322111709	0.291053651618311	0.118	0.036	1
NAAA	0.000526678873440323	0.453628199565054	0.147	0.053	1
AIM2	0.00052762084091988	0.430795276848325	0.2	0.09	1
OS9	0.000527877494928828	0.391596583174244	0.273	0.154	1
FKBP2	0.000532417650053736	0.648915349103168	0.216	0.112	1
FABP5	0.000549288943292216	-0.540051972315302	0.082	0.146	1
ZDHHC21	0.000551333538764062	0.366750930509928	0.196	0.087	1
SNX10	0.000565289127408398	0.44500761852637	0.204	0.092	1
RRP36	0.000584917424266748	0.366065263597325	0.118	0.036	1
BROX	0.000589620605851369	0.392502108135682	0.18	0.076	1
RPL7	0.000592632771351625	-0.37636750675173	0.898	0.927	1
DST	0.000601665418354753	0.256317703132168	0.184	0.078	1
PTTG1IP	0.000606036279160568	0.299583152978843	0.184	0.078	1
KLF3	0.000661915949743693	0.281685976931679	0.257	0.134	1
RPL35A	0.000665639936955479	-0.35898361757568	0.955	0.978	1
MARF1	0.000668269027364714	0.428793921077727	0.163	0.067	1
ARHGAP15	0.000672917927566631	0.62596561464814	0.237	0.146	1
VAMP8	0.000673195102387942	0.435622935269865	0.314	0.185	1
TBC1D22A	0.000695429065272561	0.740589206596137	0.208	0.101	1
VMP1	0.000716351277748321	0.339277742919534	0.31	0.176	1
PPM1K	0.000741565361492259	0.50358177825731	0.31	0.185	1
RPL3	0.000743272208397698	-0.324527191942235	0.963	0.975	1
C16orf74	0.000744761007030807	0.38007662785658	0.216	0.104	1
RPL12	0.000748234645917047	-0.300839855943511	0.951	0.978	1
MNDA	0.000761466476440162	0.459394335961867	0.208	0.098	1
DSE	0.000767106317113117	0.362026475931594	0.131	0.045	1
TMSB10	0.000771410007008406	0.738470496872778	0.869	0.874	1
RAB11FIP1	0.000796583584907279	0.464504684543408	0.596	0.445	1
ANKHD1	0.000810909732795466	-0.433373313601594	0.114	0.193	1
PPT1	0.000826232520872065	0.407766614974044	0.151	0.059	1
DDX42	0.000842162092528039	0.375361250420143	0.245	0.126	1
YPEL5	0.000843825478806544	0.492008060024363	0.673	0.549	1
GGNBP2	0.000858234207423651	0.384665038488237	0.371	0.23	1
PFKFB3	0.000859411992328258	0.422552459700302	0.114	0.036	1
MT2A	0.000860579445486997	-0.634341986104194	0.204	0.277	1
KCTD20	0.000860951813828656	0.355764845609546	0.163	0.067	1
TCL1A	0.000862712782085239	0.438679483199014	0.106	0.031	1
NUMB	0.000867110850635151	0.297268408158921	0.22	0.109	1
SLC8A1	0.000867450859389607	0.348501207428687	0.106	0.031	1
PDLIM3	0.000905205656692505	0.256208032539195	0.11	0.034	1
FGL2	0.000914744931317484	0.869933310883782	0.188	0.112	1
C17orf49	0.000922551623598323	-0.297426677635518	0.11	0.132	1
HLA-E	0.000934755859135113	0.423648654361898	0.873	0.804	1
PSMB4	0.000973016784433433	-0.35672009136934	0.184	0.221	1
TAGLN2	0.000973537383015559	0.389238790722057	0.673	0.569	1
KDM2A	0.00101792587522825	0.267491796813765	0.343	0.21	1
HMGN3	0.00103372476368187	0.366524390622409	0.327	0.193	1
RNASET2	0.00107198579424685	0.347710100909386	0.604	0.454	1
UGCG	0.00107990685348153	0.372923105354176	0.286	0.16	1
MCM5	0.00108395496911596	0.258351484626793	0.135	0.05	1
OSBPL8	0.00109225212870994	0.491458303398028	0.331	0.199	1
ST3GAL5	0.00109952938995219	0.478867732583868	0.188	0.087	1
TAF15	0.0011355990742841	0.622051120583888	0.269	0.154	1
GTF3A	0.0011683274298035	0.511664347571066	0.441	0.303	1
HCLS1	0.00117515351340228	0.363396385254356	0.404	0.272	1
TRANK1	0.00119362085805307	0.271093010438202	0.163	0.07	1
CPQ	0.00120141870680939	0.502603211475029	0.151	0.064	1
GPR183	0.00120279822529433	0.524224726353815	0.637	0.585	1
PRKX	0.00122970467946838	-0.449981765184576	0.041	0.12	1
FGD2	0.00123461183006015	0.352828584490277	0.196	0.092	1
LGALS9	0.00125589409301331	0.29057665957466	0.122	0.042	1
CMIP	0.00129339973091267	0.275843980292608	0.188	0.087	1
GON4L	0.00130214950019499	0.28932467336076	0.233	0.12	1
FAU	0.00131901245805402	-0.267792937602583	0.935	0.966	1
CTSH	0.00136263219576135	0.359670647196517	0.51	0.361	1
NUFIP2	0.00137967889709613	0.266434669870133	0.408	0.269	1
MACROD2	0.0014007807667492	0.413232868067714	0.11	0.036	1
ROCK1	0.00140574836168323	0.477590998201015	0.441	0.297	1
AC004687.1	0.00140734394915395	0.322560642057394	0.196	0.092	1
HLA-DRA	0.00142503144105042	0.455432468960152	0.824	0.829	1
NSRP1	0.00142690531296409	0.353012365181114	0.224	0.115	1
RPL11	0.00145992492920698	-0.295515636909382	0.98	0.978	1
ZFP91	0.00147593348323091	-0.388941676740277	0.09	0.168	1
TRBC2	0.00147813251143235	0.515178997213242	0.204	0.109	1
RSBN1L	0.00148436597399036	0.320299678265113	0.302	0.176	1
FCRL1	0.00148510356098438	0.474778612311249	0.143	0.062	1
AKAP9	0.00152861274729349	0.521064199643766	0.469	0.333	1
RPL13	0.00153076493502728	-0.271246225169268	0.988	0.989	1
LBH	0.00154949782037849	0.491705660910533	0.245	0.154	1
MEF2A	0.00156781903143477	0.496508564196861	0.335	0.207	1
ANP32E	0.00159706715700923	0.427122832366963	0.437	0.294	1
BLNK	0.00170130883772057	0.41863574573406	0.204	0.101	1
ID3	0.00173888098497039	0.65142842245632	0.327	0.244	1
PALM2-AKAP2	0.00175363218234791	-0.329768730183508	0.041	0.104	1
SLC25A36	0.00175464143155421	0.402126220082027	0.196	0.095	1
LPP	0.00184789326895646	0.639989225470604	0.241	0.137	1
CBX4	0.00186056338596879	0.394559552621895	0.151	0.073	1
COTL1	0.00187001305241124	0.569506681012403	0.4	0.286	1
RPL38	0.00187461078132437	-0.278150577130922	0.931	0.958	1
STMN1	0.00187785432773087	0.3574984457199	0.212	0.106	1
SPOP	0.00187865760499629	0.433739655604314	0.253	0.14	1
QRSL1	0.00188176572539129	0.306540970606801	0.135	0.053	1
