	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
NGRN	4.01184897123107e-09	-0.45526791456034	0.154	0.365	0.000117876146472711
SYNPO2	4.33288401766833e-09	0.435743655600129	0.793	0.818	0.000127308798207131
MEG3	4.55965575121262e-09	-0.67491683730955	0.254	0.485	0.000133971805282129
WTIP	5.00058336357441e-09	-0.342777300819195	0.211	0.433	0.000146927140388543
RPS2	5.17149510839589e-09	-0.358352089346648	0.929	0.958	0.000151948869274888
IFI27	5.35472382945211e-09	-0.512203511003451	0.096	0.283	0.000157332495556962
IL6	7.12095012911909e-09	-0.404581681291878	0.179	0.379	0.000209227756693777
LPP	7.43427491941032e-09	0.479967307817766	0.782	0.783	0.000218433865682114
TNFAIP3	7.47329825201582e-09	-0.683798535663128	0.075	0.246	0.000219580449240729
CTGF	7.72421144451316e-09	0.474818519256807	0.243	0.081	0.000226952780662686
C8orf59	7.83203048214248e-09	0.451619305163435	0.318	0.126	0.00023012071962631
BTG2	8.92756562813117e-09	0.492146123198382	0.843	0.84	0.00026230973328575
FRZB	1.06148861539804e-08	-0.527850034820422	0.218	0.438	0.000311886584976251
GNG10	1.06547461364696e-08	-0.340311250760212	0.114	0.3	0.00031305775098175
CST3	1.10432711752288e-08	0.647662403482941	0.861	0.793	0.000324473393670573
GAS1	1.1067573562299e-08	-0.312918660760448	0.096	0.273	0.000325187446407468
ACTA2	1.34459971549348e-08	0.416424230189043	0.932	0.963	0.000395070288406294
DNAJA1	1.61517998623747e-08	-0.477468817472187	0.725	0.833	0.000474572183556294
CIAO2B	1.61519552998135e-08	-0.325340463428949	0.111	0.288	0.000474576750619122
CKB	1.71270554310071e-08	0.512483620878831	0.707	0.653	0.00050322714267385
YBX3	1.75919230022065e-08	-0.497963529106846	0.811	0.904	0.000516885881650832
TSC22D1	1.87594218705729e-08	0.570816710257993	0.825	0.798	0.000551189333401173
LHFPL6	2.13350168318997e-08	0.584094274209792	0.689	0.515	0.000626865464554878
ADIRF	2.4214006390805e-08	-0.467797251804932	0.911	0.956	0.000711455935774633
SOD2	3.33269080229081e-08	-0.827978733238508	0.496	0.581	0.000979211211529087
ATF3	4.50758807483776e-08	0.698196241900781	0.829	0.83	0.00132441952814883
RPS17	4.5100191328299e-08	-0.442662098740946	0.625	0.736	0.00132513382160808
RPS5	4.90907370462229e-08	-0.309531706824607	0.921	0.943	0.00144238403589212
RPS23	5.10120668429874e-08	-0.296781655373495	0.957	0.958	0.00149883654798066
BAG3	5.24527763982585e-08	-0.624182572681833	0.314	0.505	0.00154116747613363
MINOS1	5.57610963400653e-08	0.507501553184535	0.396	0.195	0.0016383725326638
COL18A1	6.15425039882709e-08	-0.499765310968883	0.282	0.498	0.00180824185218337
PPP1R14A	6.26378515191065e-08	0.532760276208944	0.725	0.64	0.00184042535333439
FOS	7.41287433686191e-08	0.624279655746808	0.929	0.919	0.00217805073765677
LDLR	9.23795645276428e-08	-0.481848212681945	0.321	0.53	0.0027142963649512
MICOS13	1.50563600902803e-07	-0.461297812547033	0.129	0.308	0.00442385972172616
PLIN2	1.56209439164008e-07	-0.553772710535531	0.157	0.335	0.0045897457415169
FHL1	1.60602672738818e-07	0.471926387237359	0.739	0.7	0.00471882773041195
GABARAP	1.80314109650137e-07	-0.442280435170127	0.361	0.574	0.00529798916974032
RPL23A	1.98553331142004e-07	-0.304244478902898	0.929	0.961	0.00583389397561437
RPL18	2.13661983860044e-07	-0.36070235643338	0.918	0.941	0.00627781640977581
CRABP2	2.20061387710095e-07	-0.26038698722481	0.071	0.217	0.006465843693698
FKBP2	2.6042673289888e-07	0.485808401503997	0.318	0.143	0.00765185826603488
SEPT2	2.65781883951318e-07	0.461433913821187	0.375	0.187	0.00780920331425762
ZC3HAV1	2.6896223946539e-07	-0.640378174098055	0.45	0.65	0.00790264851997209
VIM	2.77860154713134e-07	-0.342566342804788	0.961	0.983	0.00816408706578131
RPL23	2.84061637146384e-07	-0.358293569104055	0.904	0.938	0.00834629902263507
KRT19	3.10902512896834e-07	-0.456018099618144	0.107	0.273	0.00913493763393477
IER2	3.48202067265195e-07	0.519929304887512	0.85	0.82	0.010230873140386
MME	3.52635324901615e-07	0.40441193459071	0.154	0.037	0.0103611311162592
S1PR3	3.71078149004912e-07	-0.404644215058592	0.143	0.32	0.0109030181740623
ATXN7	3.78086752812604e-07	-0.355064627152304	0.071	0.219	0.0111089449711399
UBA52	3.84893640041574e-07	-0.350190678021677	0.864	0.899	0.0113089449317015
HSPE1	4.5002864556134e-07	-0.494293315929411	0.607	0.756	0.0132227416638833
EDIL3	4.53202115642506e-07	0.583799858387744	0.436	0.281	0.0133159845618081
C19orf70	5.00569713221801e-07	0.376032352786711	0.264	0.106	0.014707739313883
PSMA6	5.58060600196996e-07	-0.360122068377875	0.139	0.313	0.0163969365549881
TRDN	5.66687781790387e-07	0.669715488842276	0.243	0.099	0.0166504204045651
SRGN	6.05120629598606e-07	-0.78213606648112	0.189	0.335	0.0177796543388662
EGR1	6.34617371359371e-07	0.582020205874638	0.911	0.874	0.018646327605281
CDC42EP3	6.34938442991547e-07	0.570112092062185	0.311	0.148	0.0186557613319776
CPED1	6.36202969607643e-07	0.489058587104002	0.479	0.337	0.0186929156530118
TRAPPC5	6.58895863723824e-07	-0.336419016656752	0.107	0.268	0.0193596782679334
MYL9	6.64204768612559e-07	0.521234581881475	0.936	0.966	0.0195156645113742
MT1X	7.51330705062325e-07	-0.612638419928154	0.475	0.633	0.0220755987761412
MGP	7.89683921944328e-07	0.548913018892264	0.821	0.852	0.0232024929945682
SLC25A44	8.31819631232486e-07	-0.404653704491213	0.1	0.254	0.0244405244048729
FAM129A	8.76685700610032e-07	0.495648811791423	0.307	0.14	0.025758779255324
THBS1	9.10263885877498e-07	0.353050200638749	0.596	0.687	0.0267453734948527
CCL2	1.01485005947674e-06	0.297664807469163	0.432	0.591	0.0298183244475456
HSP90AB1	1.04592264432107e-06	-0.329860570714639	0.946	0.958	0.0307312991354416
MT1A	1.11127837357158e-06	-0.537806948024869	0.482	0.677	0.0326515811722801
NEXN	1.26609588732214e-06	0.279813803982328	0.636	0.667	0.0372004293612991
RRBP1	1.35049010113398e-06	-0.42280876044477	0.279	0.47	0.0396801001515187
WISP2	1.41443316388091e-06	0.479967417052043	0.157	0.042	0.0415588752211489
GSTM5	1.42153713629405e-06	-0.412510496183314	0.179	0.352	0.0417676041385919
RPS27	2.262072958243e-06	-0.293763003915291	0.968	0.988	0.0664642276590958
ABCC9	2.44868981800516e-06	0.507260351169538	0.5	0.318	0.0719474042326278
TOB1	2.45664853013885e-06	0.527056745194804	0.657	0.576	0.0721812471125396
RPL41	2.96444005575954e-06	-0.332745062643047	0.954	0.978	0.0871011777183268
CAST	3.03074606130721e-06	0.308387237212896	0.693	0.704	0.0890493807733283
DST	3.20735070790358e-06	0.513005686090638	0.721	0.64	0.0942383784996229
RPS9	3.4348554589881e-06	-0.275994977680366	0.932	0.946	0.100922923095988
AES	3.7147565749733e-06	0.41876480750616	0.236	0.096	0.109146977685865
CD151	3.87993408163461e-06	0.466118305430243	0.593	0.512	0.114000223186588
VCL	4.05414995048369e-06	0.367034707354474	0.604	0.559	0.119119033845112
DANCR	4.51512385884004e-06	-0.277338230015932	0.079	0.212	0.132663369220438
S100A4	4.68595413764257e-06	-0.381208872313874	0.793	0.901	0.137682704472214
DNAJB9	4.77814922564484e-06	-0.439429736127003	0.268	0.451	0.140391580547897
NR4A1	4.82629675554296e-06	0.360262126709637	0.879	0.874	0.141806251271363
TCEAL3	5.27016724401455e-06	0.547980239546179	0.482	0.36	0.154848053963636
ITM2C	5.63145667627003e-06	0.460271545597203	0.329	0.212	0.165463460062166
IGFBP7	5.82284685762101e-06	0.261294543681867	0.939	0.975	0.171086886370621
TPM2	6.18029019143723e-06	0.394862976951392	0.914	0.941	0.181589286404809
ADD3	6.69301837238984e-06	-0.337134525373059	0.107	0.251	0.196654265817558
ITGA1	6.71107524766995e-06	0.358934505572962	0.414	0.239	0.197184812927039
FHL2	7.10339695067912e-06	0.401535377410333	0.443	0.264	0.208712009204854
TUBA1B	7.26929378599577e-06	0.386039146800191	0.775	0.712	0.213586390020128
TOMM6	7.47447724065812e-06	-0.317736003601983	0.161	0.318	0.219615090285017
RPL29	7.58739075772208e-06	-0.309855140442144	0.907	0.941	0.22293271524339
KDM6B	8.48928412848578e-06	-0.423635028041911	0.293	0.466	0.249432146263169
SELENOH	9.16766264965649e-06	-0.279630429596551	0.246	0.419	0.269364263972207
SNHG16	9.5814623758812e-06	-0.308372496552478	0.107	0.246	0.281522527528141
CSGALNACT1	1.15436085146908e-05	0.253017226315259	0.207	0.089	0.339174305378646
PRUNE2	1.21323318981637e-05	0.313881472765948	0.25	0.111	0.356472175831847
PPDPF	1.33822232742767e-05	0.421743183800743	0.614	0.581	0.393196484244797
RPL37	1.44467637063137e-05	-0.257999108410201	0.946	0.953	0.424474811218909
PALM2-AKAP2	1.4809784924847e-05	-0.306251066608116	0.089	0.219	0.435141100661856
SOCS3	1.58516407267697e-05	0.391670769580632	0.732	0.766	0.465752907833947
RPL36	1.59126999700408e-05	-0.278103597304895	0.907	0.931	0.46754695051974
CCNH	1.63255802330051e-05	-0.309993203454507	0.361	0.542	0.479678198406157
FST	1.64479048839059e-05	0.500130466892728	0.239	0.108	0.483272341298922
BCHE	1.72114674157453e-05	0.385386245013455	0.268	0.14	0.505707335609428
RAMP1	1.72247079595746e-05	-0.376767439070063	0.418	0.596	0.506096369268221
UBE2V1	1.7722992716591e-05	-0.31320300338589	0.136	0.283	0.520736971998878
ID4	1.84774111454155e-05	0.667166679952201	0.682	0.603	0.542903294274597
TFPI2	1.95944091464335e-05	-0.453448845516448	0.114	0.246	0.575722929540509
SYTL2	2.07563910584635e-05	0.448968305778871	0.371	0.217	0.609864282079774
SAMD4A	2.10597749541098e-05	-0.340463152646809	0.086	0.212	0.618778307701654
PLA2G16	2.15233683690457e-05	0.327135356336183	0.168	0.062	0.632399609419301
EMP3	2.35393530253093e-05	-0.343052279678365	0.35	0.525	0.691633270589639
HOMER1	2.40887557311827e-05	-0.346228032931905	0.121	0.261	0.707775820893611
HOXC8	2.43522114714144e-05	0.29318325252505	0.161	0.054	0.715516677453099
USP2	2.58464957108106e-05	0.385483338980667	0.214	0.103	0.759421736975037
MT1M	2.87460539898735e-05	-0.294035649546393	0.568	0.732	0.844616558330463
CARHSP1	2.98381973161454e-05	-0.352521422153304	0.161	0.308	0.876705913542983
CERT1	3.00155506185675e-05	-0.359126718580855	0.071	0.19	0.88191690827475
PSMA2	3.16498103225693e-05	-0.42482512981304	0.307	0.475	0.929934726897731
C6orf48	3.40597628103872e-05	0.368362422836743	0.271	0.133	1
AC020916.1	3.44297775343419e-05	-0.513238002696873	0.214	0.369	1
RPLP0	3.62619764347804e-05	-0.282768362600489	0.889	0.899	1
LIMS1	3.6600092647943e-05	-0.335083665197158	0.275	0.443	1
LY6E	3.68308354239557e-05	-0.315570710500723	0.207	0.365	1
TRIB1	3.7101176575085e-05	-0.260541097613284	0.096	0.224	1
IRS2	3.74931720493438e-05	-0.319597336064971	0.15	0.296	1
SFPQ	3.7789466055464e-05	-0.41883009218329	0.654	0.764	1
TCEAL4	3.93735007643327e-05	0.431441719405086	0.718	0.682	1
MAOB	3.94505700745245e-05	0.371354789666073	0.311	0.187	1
RPS18	3.94968575073591e-05	-0.300940239030055	0.971	0.988	1
IL1R1	3.96162019507318e-05	-0.262712373169303	0.093	0.219	1
B4GALT5	4.0637307363011e-05	-0.258524034791558	0.068	0.182	1
TAGLN	4.14550901347311e-05	0.64798811576809	0.954	0.963	1
CCN5	4.37619801857163e-05	-0.280604842903754	0.036	0.131	1
RBM4	4.46308910069463e-05	-0.344234182879929	0.229	0.389	1
SSTR2	4.58692394778511e-05	0.378044236399869	0.225	0.101	1
MARCKSL1	4.80759863151529e-05	-0.317373627400269	0.214	0.372	1
SEPTIN10	5.00115082472564e-05	-0.269876009903099	0.104	0.232	1
GTF2B	5.0895453443737e-05	-0.301933857925213	0.364	0.53	1
SARS	5.15964153183019e-05	0.279236620624968	0.332	0.367	1
PLAUR	5.19909319138586e-05	-0.250576571544712	0.146	0.286	1
ANGPT1	5.25371722499247e-05	0.460696012069732	0.4	0.367	1
PFN1	5.54372685559884e-05	0.326961253943074	0.679	0.68	1
CPQ	5.60803190689914e-05	0.524502765830495	0.457	0.335	1
EPB41L2	5.77631819145453e-05	0.393121657007234	0.411	0.416	1
ID1	5.88486061536532e-05	0.491619513452517	0.414	0.36	1
TPM1	6.10059652705638e-05	0.447386718458398	0.936	0.936	1
INPP4B	6.3915890669888e-05	0.513718232453611	0.439	0.35	1
RPL11	6.57228221390895e-05	-0.255018624672759	0.957	0.968	1
NFKBIA	7.14359448549611e-05	-0.448968545086895	0.646	0.645	1
CCDC80	7.45074209508098e-05	-0.602415792508855	0.396	0.554	1
DSTN	7.47585907426559e-05	0.437158409691007	0.925	0.938	1
CYS1	7.49851381577117e-05	0.301763264639453	0.15	0.057	1
KLF6	7.96067439027639e-05	-0.35573936562155	0.536	0.685	1
ARL6IP1	8.53226007387621e-05	-0.396643140464038	0.468	0.616	1
C16orf45	8.57589216591688e-05	0.260496798971396	0.161	0.059	1
MTHFD2	8.7608815026037e-05	-0.425364763311895	0.307	0.466	1
LGALS1	9.09684562304567e-05	-0.255342523761842	0.9	0.941	1
POLD4	9.58592661794299e-05	-0.250319846130665	0.071	0.182	1
C12orf75	9.83181872333121e-05	0.256320867160545	0.582	0.599	1
HIST1H1E	9.85388812501286e-05	0.278704442786341	0.143	0.049	1
RPS11	0.000102193999264798	-0.25773998164774	0.918	0.946	1
KCNAB1	0.000104439090476126	-0.35229976862168	0.114	0.241	1
RAB9B	0.000115102066802066	0.323573280905462	0.15	0.057	1
CTSK	0.000121410048441975	-0.316843375286352	0.207	0.355	1
NDUFA13	0.000122609830231163	-0.345357450783142	0.596	0.729	1
PDGFRA	0.000125577348236092	-0.328832436986948	0.179	0.32	1
NTRK2	0.000128169365941428	-0.284351632113918	0.404	0.567	1
KRT18	0.000133726947043646	0.364899302487842	0.268	0.138	1
HSPB6	0.000135022806815101	0.330297477674995	0.5	0.473	1
LINC00632	0.000135422841180136	-0.314088413178976	0.064	0.167	1
DNAJA4	0.000136430485936936	-0.302596129280199	0.05	0.145	1
KCNMA1	0.000138304035329469	0.434775671789168	0.436	0.305	1
RBP1	0.00014566695382056	-0.363264495099694	0.443	0.584	1
FOXO3	0.000148700224576561	-0.378619574185592	0.307	0.463	1
NPR3	0.000149595423698034	0.351232209927169	0.132	0.049	1
SOS2	0.000159511982603005	0.348338401871837	0.254	0.153	1
GJA1	0.000161809758804428	-0.267840515381423	0.054	0.15	1
HLA-C	0.000166916094728444	0.293189364733201	0.807	0.764	1
ELOC	0.000167051244206086	-0.404813693728815	0.386	0.525	1
DDT	0.000168789090047201	-0.386596501526023	0.361	0.52	1
TIPARP	0.000172277511861833	-0.368573193647857	0.564	0.704	1
ROCK2	0.000206005437425749	0.445164268501074	0.611	0.522	1
SMTN	0.000206068997889891	0.427155338257922	0.389	0.357	1
KCNK6	0.000209565925681065	-0.285617443071122	0.089	0.2	1
ADGRF5	0.000218658469022317	0.308704061953223	0.193	0.086	1
BCL2	0.000229224278530696	-0.335407959725318	0.164	0.298	1
NBEAL1	0.000231767227823932	-0.256879937760476	0.279	0.426	1
RPS8	0.000248740853387642	-0.276979996179484	0.982	0.988	1
TTLL7	0.000250297898743898	0.363235564539458	0.386	0.286	1
MGLL	0.000251850295997387	0.42533943700671	0.386	0.296	1
SGCE	0.000262157571394178	0.377771925530293	0.4	0.271	1
AC058791.1	0.000289600238069455	-0.292818510363786	0.114	0.232	1
CNR1	0.000294256148348323	0.331239654321875	0.1	0.027	1
BIRC3	0.000305028030691017	-0.257121050349732	0.039	0.123	1
FAM200B	0.000307271933224591	0.257125311095108	0.279	0.256	1
FOXC1	0.000308121831439726	-0.5176583073562	0.268	0.414	1
SLC3A2	0.000316035431321539	-0.368577250165627	0.304	0.436	1
SEPT11	0.000322856863486709	0.421256218000798	0.196	0.091	1
SEPT10	0.00032323424367346	0.303014033214289	0.164	0.069	1
NR4A3	0.000325995585716929	0.332428454594334	0.611	0.631	1
CFD	0.000326437837599801	-0.52808468137202	0.071	0.172	1
EIF4E	0.000340371225446432	-0.390542131824487	0.189	0.313	1
UBE2K	0.00034753776678597	0.472738746926839	0.3	0.256	1
H2AFZ	0.000357949401547282	-0.357152027282492	0.579	0.714	1
PXDC1	0.000364415580239764	-0.314862082656432	0.136	0.256	1
ADAMTS1	0.0003759755068683	0.484202217361331	0.882	0.872	1
MSRB3	0.000383909237422808	0.289844022866074	0.529	0.525	1
RHOC	0.000389551783436134	0.322476727783763	0.407	0.397	1
CYP1B1	0.000397822457258026	-0.333808573101844	0.236	0.374	1
SNRPD3	0.000407460668416085	0.391401386322883	0.443	0.362	1
APOE	0.000412337629274937	0.395343340558296	0.157	0.229	1
RSPO3	0.000448555547347533	0.393993695780051	0.182	0.081	1
SLC25A33	0.0004501211332194	-0.337154787117624	0.093	0.192	1
DBI	0.000466191630936002	-0.36018058362471	0.393	0.534	1
MTRF1L	0.000471222978640239	0.268088538852366	0.104	0.106	1
CTSA	0.000471578533938729	0.333933684127446	0.171	0.076	1
CSRP2	0.000474839304717654	-0.409114167441969	0.525	0.66	1
ACTB	0.00050774707352362	0.259671777873134	0.936	0.948	1
ADRA2C	0.000517788626801161	0.319991433417693	0.257	0.145	1
CYSTM1	0.000551078917079305	-0.273600673781521	0.264	0.406	1
ASPH	0.000565586310316085	0.354411915583333	0.404	0.273	1
ADGRL3	0.000589006528776057	0.340156036068262	0.414	0.278	1
VDAC2	0.000605583891902218	0.305093124356332	0.571	0.53	1
ZFHX3	0.000610271355685763	-0.287708598418404	0.364	0.512	1
SSR1	0.000620609939601262	-0.273441977637629	0.171	0.298	1
PPP1R10	0.000633879625378815	-0.261996699852132	0.575	0.717	1
LMO4	0.000652684058850907	0.331782291598006	0.679	0.608	1
GPC1	0.000656484472700764	0.351704652563734	0.143	0.071	1
C3orf58	0.000660143649574272	0.302044684539527	0.139	0.054	1
UBE2H	0.000667858530722162	-0.288610927137831	0.307	0.451	1
TMEM165	0.000668078020596458	-0.262696168390017	0.286	0.419	1
MAP1LC3B	0.000724075919239337	-0.330801670462461	0.5	0.623	1
STK3	0.000740490694086781	0.364276996826128	0.321	0.273	1
LINC00924	0.000744551391370837	0.29065484394163	0.121	0.044	1
TAX1BP1	0.000751018837019257	0.288201840732086	0.589	0.542	1
UTP3	0.000751638353996102	-0.315000084466893	0.107	0.214	1
GUCY1A2	0.000766708810295173	0.259498648073516	0.286	0.165	1
EIF3K	0.000787979513283475	-0.292897552536277	0.679	0.751	1
FGF7	0.000792811629622321	0.431414402627785	0.436	0.345	1
SDC4	0.00079385465334285	0.356156837447635	0.246	0.148	1
SELENOS	0.000801485834990266	0.315188373460906	0.482	0.475	1
COL14A1	0.000808438431273921	0.316763651868244	0.679	0.722	1
LITAF	0.000849843293792399	-0.365692913047271	0.543	0.667	1
ELP5	0.000853685256250784	0.251558726826419	0.168	0.076	1
TSPO	0.000893790362417795	-0.298337014765426	0.421	0.567	1
GPX4	0.000911751732222563	0.305871523165672	0.696	0.628	1
DEPP1	0.000930176840048148	-0.343924454112848	0.118	0.227	1
GBP2	0.000931767700724454	0.358083333200286	0.304	0.268	1
PFKP	0.000943514518086201	0.318266947330581	0.164	0.076	1
PRKG1	0.000965441235651894	0.324345689588462	0.432	0.414	1
RAD23B	0.000973743619605206	0.324439933456431	0.275	0.264	1
NOL7	0.00103306318361835	0.386278194513622	0.482	0.451	1
CHORDC1	0.00104065035713405	-0.269924276036649	0.246	0.379	1
PDIA3	0.00104943948854716	0.367021642180513	0.618	0.616	1
SUSD5	0.00105622649769623	-0.318349095802475	0.1	0.202	1
RGS10	0.00109263082142506	-0.303719955415558	0.096	0.19	1
CALCOCO2	0.00109743027124013	0.339437416093	0.432	0.392	1
NFKB1	0.00112542431063953	-0.318209546217283	0.146	0.259	1
VDAC3	0.00116624596667781	0.368387014243591	0.389	0.296	1
ZFAS1	0.00118840147318749	-0.26328551672038	0.668	0.773	1
NR4A2	0.00120945328315391	0.390599200396489	0.711	0.714	1
BTBD7	0.00122279464809121	-0.569152172446187	0.311	0.429	1
HSPH1	0.00124495157482146	-0.320777195687401	0.35	0.49	1
RPS10	0.00125151637295594	0.265713861552147	0.875	0.833	1
SEPT9	0.00125605283604126	0.353717619095166	0.157	0.071	1
GSDMD	0.00127100756113061	0.284159313490515	0.207	0.126	1
CUL2	0.00129970330952719	0.296028654690888	0.186	0.108	1
UGCG	0.00133536354501512	-0.359378894543708	0.246	0.374	1
PGM5	0.00138295160243255	0.290705665912889	0.289	0.264	1
TXNIP	0.00142590568862362	0.335667774876393	0.725	0.665	1
