	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
CENPP	3.7191460757097e-52	0.775561559267966	0.101	0.042	1.09275949996502e-47	0.059	1.71185625014476
SEPT2	7.49980772201357e-67	0.760164656596948	0.128	0.036	2.20359350488203e-62	0.092	1.69368391596704
ID3	1.54119554706043e-93	0.75546324082795	0.729	0.644	4.52834075637294e-89	0.085	1.688173567771
MYH11	4.84042315262486e-80	0.753412061624537	0.562	0.36	1.42221313070424e-75	0.202	1.68577508023959
MTRNR2L12	4.98043218515278e-32	0.7328272387179	0.161	0.101	1.46335058464159e-27	0.06	1.66189270128943
DUSP2	1.22663368751672e-47	0.716662681106707	0.291	0.162	3.60409510066161e-43	0.129	1.64337608920797
CDKN1C	1.12229140926498e-76	0.710031608199209	0.644	0.554	3.29751661870237e-72	0.09	1.63583995656003
C6orf48	4.10079494695631e-45	0.654249108989238	0.119	0.043	1.2048955713147e-40	0.076	1.57379661343943
TPM4	5.30080614668151e-53	0.634029380895003	0.879	0.851	1.55748286201796e-48	0.028	1.55189331297678
RASD1	3.89426172172788e-61	0.622019997316674	0.467	0.286	1.14421197907808e-56	0.181	1.53902855261656
SFRP4	3.61953813576132e-180	0.615657407672264	0.892	0.967	1.06349269504939e-175	-0.075	1.53225605689689
CYR61	4.35932533529078e-41	0.603048178708509	0.151	0.058	1.28085697001514e-36	0.093	1.5189224132843
IGKC	3.9220067064075e-241	0.599632332235664	0.262	0.024	1.15236401047665e-236	0.238	1.51533033858226
AXL	1.02106965431877e-11	0.571646070628239	0.385	0.33	3.0001068583194e-07	0.055	1.486218332974
EHBP1	2.42178817197373e-17	0.568267102482493	0.284	0.232	7.11569800689320e-13	0.052	1.48274150112972
ESR1	2.39731173734079e-25	0.553754654659921	0.652	0.6	7.04378134665472e-21	0.052	1.46790098293321
RGS2	6.04346839966179e-11	0.550349703392856	0.433	0.366	1.77569188518863e-06	0.067	1.46444062736124
CHCHD3	6.12807481085827e-24	0.54372252707934	0.207	0.14	1.80055094092638e-19	0.067	1.45772898746049
ADAMTS9-AS2	9.55626992707353e-26	0.538390023008101	0.112	0.074	2.80782322997274e-21	0.038	1.4523508602304
MT-ND4L	1.34965761254878e-37	0.530621784132232	0.829	0.794	3.96556399719082e-33	0.0349999999999999	1.44455164568508
ESYT2	5.70156552309245e-10	0.529745692617859	0.247	0.209	1.67523398199502e-05	0.038	1.44367469302445
SNED1	2.79253996254268e-12	0.525930185986403	0.282	0.226	8.20504091794291e-08	0.056	1.43986163992738
GDF15	5.24236042212862e-29	0.520996415433843	0.238	0.137	1.54031033922983e-24	0.101	1.43494596928971
FKBP2	1.93641535494786e-33	0.511928760235902	0.163	0.076	5.68957559590781e-29	0.087	1.42595530246381
ALCAM	1.75412508240659e-54	0.509561857205781	0.335	0.177	5.15397031712706e-50	0.158	1.42361778085963
PTPN13	3.16172365782199e-14	0.507911646001126	0.351	0.292	9.28977645141258e-10	0.059	1.4219903219268
ZC3H13	1.73826890674103e-11	0.504540716834547	0.382	0.322	5.1073817017865e-07	0.06	1.41867164900484
THSD7A	4.56962926675273e-40	0.50306653451655	0.256	0.135	1.34264847115729e-35	0.121	1.41722275478135
NOP58	2.29686423365287e-08	0.496990710127608	0.382	0.356	0.000674864649131887	0.026	1.41126675588159
PPIG	1.74218760308906e-14	0.484640910867883	0.56	0.481	5.11889561539629e-10	0.0790000000000001	1.39923754975661
ADRA2C	2.19723944554044e-99	0.483143348753903	0.263	0.084	6.45592893888692e-95	0.179	1.39778585144798
CEP95	1.54902130115988e-19	0.479354203789818	0.194	0.123	4.55133438706797e-15	0.071	1.3941194744159
MORF4L2	8.81616977273517e-08	0.473875450352904	0.618	0.594	0.00259036700262505	0.024	1.38883523072633
MT-ND6	5.76444012877672e-23	0.469028683121943	0.421	0.313	1.69370779863718e-18	0.108	1.38417723547079
LUC7L3	1.62819436660177e-10	0.46842157547539	0.542	0.508	4.78396068794932e-06	0.034	1.38359487553328
NLGN1	3.80001636671313e-18	0.468367337594667	0.1	0.066	1.11652080886765e-13	0.034	1.38354286049122
PABPC1	4.71755729259262e-19	0.462926391263403	0.849	0.843	1.38611268370956e-14	0.00600000000000001	1.37833482621176
SIK2	1.38985639299313e-17	0.455065610674253	0.184	0.118	4.08367605389241e-13	0.066	1.37084514665737
MIB1	1.85966497511112e-22	0.454952246972476	0.172	0.099	5.4640676298715e-18	0.073	1.37073743298921
TSPYL2	1.48698341485207e-09	0.454918017240771	0.571	0.508	4.36905466951836e-05	0.0629999999999999	1.37070491092694
LUM	3.83098716308468e-43	0.453863736190754	0.582	0.56	1.12562064825754e-38	0.0219999999999999	1.36970360415167
TWIST2	1.75898994352389e-31	0.452296006022554	0.44	0.308	5.16826425206191e-27	0.132	1.3682159998357
ZNF385D	2.73593609978933e-15	0.444225996917841	0.148	0.102	8.03872744840101e-11	0.046	1.36058397000349
RPL31	7.51216261687747e-96	0.440943864218038	0.927	0.944	2.20722362009094e-91	-0.0169999999999999	1.35749215834515
STK3	3.32804283251147e-12	0.440345289424881	0.352	0.281	9.77845545048519e-08	0.071	1.35692905108941
RPS6	6.96594047750079e-166	0.437814732456548	0.984	0.991	2.04673263109928e-161	-0.00700000000000001	1.35455101802294
NR2F2-AS1	1.31272647809048e-26	0.425792379386798	0.175	0.094	3.85705293792545e-22	0.081	1.34331009384806
IL15RA	2.93147163833241e-07	0.423170076733125	0.172	0.132	0.0086132499677483	0.04	1.34087065510199
FGF7	4.56077948096956e-29	0.41896960519879	0.484	0.352	1.34004822709848e-24	0.132	1.33697232768081
IGHA1	8.11654509149695e-174	0.416089938971883	0.181	0.014	2.38480327878363e-169	0.167	1.33430634900343
PNISR	1.83925277371183e-11	0.414901357068802	0.684	0.628	5.40409249972011e-07	0.056	1.33320751715112
TOB1	5.43501618750066e-27	0.41485273711428	0.603	0.514	1.59691645621145e-22	0.089	1.33316258776911
PRKG1	7.86755800945191e-12	0.413184741865507	0.149	0.118	2.31164589433716e-07	0.031	1.33162212093031
TCF12	3.41071189308277e-07	0.412481586388875	0.436	0.392	0.0100213536842558	0.044	1.33097325944758
HOOK2	2.88072988437971e-11	0.407923123897008	0.149	0.113	8.46416054628447e-07	0.036	1.32677443960828
TUBB6	1.34693261378353e-07	0.406243728731315	0.358	0.308	0.00395755740581878	0.05	1.32523088248492
NPPC	3.46640008403972e-12	0.404573011488608	0.261	0.196	1.01849767269255e-07	0.065	1.32369708323872
MAP3K5	9.48840586496442e-18	0.40034911818958	0.18	0.11	2.78788341124385e-13	0.07	1.31982725751113
EPDR1	4.14194158890812e-25	0.395380566362127	0.286	0.183	1.21698527765299e-20	0.103	1.31528967273834
F3	2.47374491958202e-26	0.393415457551921	0.684	0.618	7.2683573227159e-22	0.0660000000000001	1.31349932360988
SENP6	5.89462566575637e-07	0.392810339326414	0.388	0.335	0.0173195891311254	0.053	1.31294851024175
HMGB2	1.70090252828138e-26	0.39185561572436	0.341	0.227	4.99759180859636e-22	0.114	1.31207993564668
XAF1	6.75675975825679e-09	0.391828374790206	0.231	0.181	0.000198527115217101	0.05	1.3120551612178
SBF2	2.94730243830315e-12	0.391035011053867	0.217	0.153	8.65976402422232e-08	0.064	1.31133383703421
IGFBP7	7.41948757120697e-46	0.381054969932266	0.713	0.756	2.17999383817203e-41	-0.043	1.30229380895264
PDIA3	5.47515711158649e-11	0.376916104749276	0.74	0.708	1.60871066252634e-06	0.032	1.29856308680979
CHGB	1.4361502839649e-41	0.372629934150186	0.506	0.348	4.21969676434566e-37	0.158	1.29471084984635
IGLC2	2.71430651538221e-152	0.369494239488661	0.151	0.01	7.97517540349601e-148	0.141	1.29189985446823
RBM6	4.26394576233476e-07	0.362545809373771	0.31	0.258	0.012528325438892	0.052	1.2856926567238
CKB	1.77568144669789e-44	0.360356662949852	0.651	0.631	5.21730722668774e-40	0.02	1.28374322523143
PARD3	3.12954654434728e-09	0.359728846615226	0.194	0.158	9.19523365660119e-05	0.036	1.28318470135389
SPIDR	5.32479209584291e-12	0.341754670093472	0.113	0.077	1.56453041360056e-07	0.036	1.26729700019369
PLEKHA5	1.50880955956534e-06	0.339395576455755	0.663	0.627	0.0443318424791489	0.036	1.26522641064936
RASA1	2.54100820423369e-13	0.335959104999642	0.115	0.069	7.46599030567943e-09	0.046	1.26221625250226
CWC15	3.97741908703879e-15	0.335739073608476	0.302	0.219	1.16864527615374e-10	0.083	1.2620237613572
TERF2IP	3.26472406439000e-10	0.334436709143272	0.454	0.379	9.59241224599068e-06	0.075	1.26088500839333
ARRDC3	1.01229157830261e-17	0.322843209727778	0.223	0.144	2.97431511536872e-13	0.079	1.25079313811024
PTMA	4.79192551511745e-113	0.322330059378777	0.973	0.993	1.40796355485181e-108	-0.02	1.25034832421528
HIST1H4C	4.86210237033428e-16	0.320910086512518	0.32	0.233	1.42858291845162e-11	0.087	1.24911827407904
SUCLG1	5.32164281925087e-07	0.319203188236674	0.247	0.197	0.0156360509315229	0.05	1.24764127653132
H1F0	1.94766063776043e-11	0.317291786619809	0.336	0.261	5.72261648586769e-07	0.075	1.24598939277873
ZNF331	3.67865844886272e-17	0.316687949979654	0.831	0.815	1.08086342544484e-12	0.016	1.24546799595054
SMOC2	1.0031311170101e-09	0.316293462288715	0.583	0.516	2.94739984799907e-05	0.0669999999999999	1.24512748419093
PSME1	3.069575533243e-14	0.314975631964069	0.648	0.59	9.01902683177459e-10	0.0580000000000001	1.24399064132865
EIF4B	4.65915347028852e-12	0.314139846114097	0.679	0.635	1.36895247264017e-07	0.044	1.2432701781396
SRSF7	1.11976198231621e-17	0.306322709829156	0.645	0.558	3.2900846564415e-13	0.087	1.23655182858828
XPC	1.36507745012822e-07	0.305524994913572	0.237	0.189	0.00401087056396672	0.048	1.23586828622589
HAND2	1.07118716429282e-17	0.303434094795677	0.462	0.36	3.14736212612515e-13	0.102	1.23407843776657
NOVA1	1.15344291351036e-52	0.301401144463113	0.326	0.179	3.38904596847614e-48	0.147	1.23234068079246
LONRF1	5.3316324434796e-16	0.294811032737611	0.259	0.178	1.56654024454318e-11	0.081	1.22672428777613
CDC42BPA	2.72658024022893e-07	0.294170007919683	0.183	0.141	0.00801123806184064	0.042	1.22617934513952
ANTXR1	1.76834546502689e-17	0.293572173781769	0.331	0.241	5.19575264534202e-13	0.09	1.22567133756458
LPCAT2	1.94965148894591e-11	0.292603005711372	0.157	0.103	5.72846600482088e-07	0.054	1.22484823733506
IGFBP6	9.26162890580757e-25	0.291161201773702	0.732	0.721	2.72125180510438e-20	0.011	1.22362475710854
CMIP	3.00143710372743e-18	0.290648261639754	0.281	0.194	8.81882249817193e-14	0.087	1.22318978321272
MT-ND1	1.71787869307101e-144	0.284172246884179	0.933	0.997	5.04747117598123e-140	-0.0639999999999999	1.21771139552168
JUNB	1.38756120096549e-106	0.283302416496722	0.883	0.939	4.07693232067681e-102	-0.0559999999999999	1.21697743366438
HGF	6.48110323287455e-17	0.281893575112133	0.189	0.118	1.9042777518832e-12	0.071	1.21578959337338
PHF20	9.4117401202253e-13	0.279389975544697	0.257	0.185	2.7653574821246e-08	0.072	1.21368158672721
KLF2	8.34835667247812e-13	0.276275037361412	0.626	0.572	2.45291415750752e-08	0.054	1.21106394083521
NBEA	1.13873749199823e-06	0.276163370184734	0.163	0.125	0.0334583849898921	0.038	1.21097020594766
HAND2-AS1	2.83882851166804e-25	0.274649332011731	0.41	0.297	8.34104593298304e-21	0.113	1.20970001831841
ISCU	2.37493070047043e-13	0.274514297917796	0.51	0.421	6.97802138412221e-09	0.089	1.20958679750818
RPS17	3.33587272223324e-29	0.273733017414088	0.791	0.85	9.80146123246571e-25	-0.0589999999999999	1.20893193233163
CMSS1	1.01335968404781e-06	0.271522112830699	0.185	0.14	0.0297745342366928	0.045	1.20708068443407
HOXA7	4.37490103192676e-28	0.270440205860116	0.213	0.118	1.28543342120072e-23	0.095	1.20617580889711
MIR99AHG	6.70450392180139e-08	0.267933301519224	0.422	0.358	0.00196991734230368	0.064	1.20408171300273
PDE8A	4.98262401391665e-08	0.267582063442535	0.203	0.152	0.00146399458776899	0.051	1.20378860333274
TNRC6A	3.06618724234211e-10	0.265086646683195	0.274	0.217	9.0090713554496e-06	0.057	1.20170822063842
RARRES1	2.05243121189988e-14	0.264323436606604	0.365	0.28	6.03045338680422e-10	0.085	1.20107266479022
POSTN	4.84274325982768e-10	0.264282055591925	0.805	0.807	1.42289482460257e-05	-0.002	1.20103821475652
SGCE	3.31034341189778e-37	0.263647322873796	0.311	0.188	9.72645101283804e-33	0.123	1.20050991837146
MT-ND5	2.76068012159349e-36	0.26312579109707	0.965	0.986	8.11143033326598e-32	-0.021	1.20007601453259
DCN	4.05862872702099e-52	0.262823985649968	0.977	0.989	1.19250629257331e-47	-0.012	1.19982499017451
SP9	3.24415489818479e-78	0.261802434886359	0.137	0.029	9.53197592184656e-74	0.108	1.19897571277422
ITFG1	5.06387410340428e-07	0.261601664122721	0.189	0.143	0.0148786748906225	0.046	1.19880887050077
GULP1	8.77977514579162e-14	0.260946854813426	0.301	0.223	2.57967353333649e-09	0.078	1.1982648795203
SERTAD3	1.50343312577774e-48	0.258729265868623	0.352	0.208	4.41738721016016e-44	0.144	1.1964244228309
PER1	2.49414088669989e-21	0.258659260094703	0.393	0.289	7.32828475330161e-17	0.104	1.19636636857605
SLC39A6	1.96781022243678e-08	0.258312618318014	0.586	0.522	0.000578181999556375	0.0639999999999999	1.19607894764939
ANKRD36C	3.30172887402739e-08	0.258024456150215	0.116	0.078	0.000970113977766727	0.038	1.19584006814022
RGS5	7.50078818847463e-08	0.256000447745203	0.128	0.088	0.00220388158553762	0.04	1.19416355768716
TBL1X	1.64369955873129e-09	0.255801416798017	0.176	0.123	4.82951804346428e-05	0.053	1.19399882494503
TSHZ3	1.4016680535319e-25	0.254596013914927	0.329	0.221	4.11838107488743e-21	0.108	1.19300162977172
ANO1	6.11053684085588e-52	0.254347014419905	0.142	0.046	1.79539793458028e-47	0.096	1.1927957434538
GFRA1	1.9080430298272e-61	0.252894139792335	0.162	0.052	5.60621203023829e-57	0.11	1.19159513604196
BEX2	7.52743992632382e-44	0.252484167537836	0.141	0.053	2.21171239915246e-39	0.088	1.19125656723474
MPC1	1.8347659576013e-14	0.251047563804348	0.292	0.215	5.39090933662414e-10	0.077	1.1900709307715
