	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	perDiff	FC
PRXL2C	2.01382946928271e-09	-0.429509580419231	0.064	0.236	5.91703374664645e-05	-0.172	-1.34677568561254
ATP6V0C	2.0257165074258e-09	-0.514302516072561	0.136	0.345	5.9519602421185e-05	-0.209	-1.42830344661223
RBIS	2.21881578295006e-09	-0.493114553375485	0.164	0.382	6.51932453346387e-05	-0.218	-1.4074801281173
KCNQ1OT1	2.43176674286158e-09	-0.830344985362759	0.404	0.626	7.1450170438759e-05	-0.222	-1.7781105032971
AEBP1	2.45900694949743e-09	0.57609629840811	0.718	0.658	7.22505421901334e-05	0.0599999999999999	1.49080989350287
SPARCL1	2.56507285235322e-09	-0.425349325379171	0.918	0.914	7.53669705478422e-05	0.004	-1.34289762445854
IGKC	3.3423734206856e-09	-2.26368100747958	0.125	0.02	9.82056158465842e-05	0.105	-4.80215179468761
CCN2	3.80021875206182e-09	-0.374264266695844	0.125	0.313	0.00011165802737308	-0.188	-1.29617837208936
NGRN	4.01184897123107e-09	-0.45526791456034	0.154	0.365	0.000117876146472711	-0.211	-1.37103738877212
SYNPO2	4.33288401766833e-09	0.435743655600129	0.793	0.818	0.000127308798207131	-0.0249999999999999	1.35260787238135
MEG3	4.55965575121262e-09	-0.67491683730955	0.254	0.485	0.000133971805282129	-0.231	-1.59650474116638
WTIP	5.00058336357441e-09	-0.342777300819195	0.211	0.433	0.000146927140388543	-0.222	-1.26819562134285
RPS2	5.17149510839589e-09	-0.358352089346648	0.929	0.958	0.000151948869274888	-0.0289999999999999	-1.28196074817096
IFI27	5.35472382945211e-09	-0.512203511003451	0.096	0.283	0.000157332495556962	-0.187	-1.42622689113026
IL6	7.12095012911909e-09	-0.404581681291878	0.179	0.379	0.000209227756693777	-0.2	-1.32370503795365
LPP	7.43427491941032e-09	0.479967307817766	0.782	0.783	0.000218433865682114	-0.001	1.3947120611281
TNFAIP3	7.47329825201582e-09	-0.683798535663128	0.075	0.246	0.000219580449240729	-0.171	-1.60636365810204
CTGF	7.72421144451316e-09	0.474818519256807	0.243	0.081	0.000226952780662686	0.162	1.38974338904316
C8orf59	7.83203048214248e-09	0.451619305163435	0.318	0.126	0.00023012071962631	0.192	1.36757438410377
BTG2	8.92756562813117e-09	0.492146123198382	0.843	0.84	0.00026230973328575	0.003	1.40653565349786
FRZB	1.06148861539804e-08	-0.527850034820422	0.218	0.438	0.000311886584976251	-0.22	-1.44177899371226
GNG10	1.06547461364696e-08	-0.340311250760212	0.114	0.3	0.00031305775098175	-0.186	-1.26602970103159
CST3	1.10432711752288e-08	0.647662403482941	0.861	0.793	0.000324473393670573	0.0679999999999999	1.56662773373063
GAS1	1.1067573562299e-08	-0.312918660760448	0.096	0.273	0.000325187446407468	-0.177	-1.24221824346531
ACTA2	1.34459971549348e-08	0.416424230189043	0.932	0.963	0.000395070288406294	-0.0309999999999999	1.33461556097287
DNAJA1	1.61517998623747e-08	-0.477468817472187	0.725	0.833	0.000474572183556294	-0.108	-1.39229875904779
CIAO2B	1.61519552998135e-08	-0.325340463428949	0.111	0.288	0.000474576750619122	-0.177	-1.25296009137506
CKB	1.71270554310071e-08	0.512483620878831	0.707	0.653	0.00050322714267385	0.0539999999999999	1.42650383047703
YBX3	1.75919230022065e-08	-0.497963529106846	0.811	0.904	0.000516885881650832	-0.093	-1.41221870347292
TSC22D1	1.87594218705729e-08	0.570816710257993	0.825	0.798	0.000551189333401173	0.0269999999999999	1.48536419795228
LHFPL6	2.13350168318997e-08	0.584094274209792	0.689	0.515	0.000626865464554878	0.174	1.4990975584382
ADIRF	2.4214006390805e-08	-0.467797251804932	0.911	0.956	0.000711455935774633	-0.0449999999999999	-1.38299625688743
SOD2	3.33269080229081e-08	-0.827978733238508	0.496	0.581	0.000979211211529087	-0.085	-1.77519650618194
ATF3	4.50758807483776e-08	0.698196241900781	0.829	0.83	0.00132441952814883	-0.001	1.62247499252716
RPS17	4.5100191328299e-08	-0.442662098740946	0.625	0.736	0.00132513382160808	-0.111	-1.35910988029044
RPS5	4.90907370462229e-08	-0.309531706824607	0.921	0.943	0.00144238403589212	-0.0219999999999999	-1.239305360964
RPS23	5.10120668429874e-08	-0.296781655373495	0.957	0.958	0.00149883654798066	-0.001	-1.22840105406534
BAG3	5.24527763982585e-08	-0.624182572681833	0.314	0.505	0.00154116747613363	-0.191	-1.54133726020421
MINOS1	5.57610963400653e-08	0.507501553184535	0.396	0.195	0.0016383725326638	0.201	1.42158617196695
COL18A1	6.15425039882709e-08	-0.499765310968883	0.282	0.498	0.00180824185218337	-0.216	-1.4139835252502
PPP1R14A	6.26378515191065e-08	0.532760276208944	0.725	0.64	0.00184042535333439	0.085	1.44669447754456
FOS	7.41287433686191e-08	0.624279655746808	0.929	0.919	0.00217805073765677	0.01	1.54144098467545
LDLR	9.23795645276428e-08	-0.481848212681945	0.321	0.53	0.0027142963649512	-0.209	-1.39653159431987
MICOS13	1.50563600902803e-07	-0.461297812547033	0.129	0.308	0.00442385972172616	-0.179	-1.37677977805466
PLIN2	1.56209439164008e-07	-0.553772710535531	0.157	0.335	0.0045897457415169	-0.178	-1.4679193543857
FHL1	1.60602672738818e-07	0.471926387237359	0.739	0.7	0.00471882773041195	0.039	1.38696019840453
GABARAP	1.80314109650137e-07	-0.442280435170127	0.361	0.574	0.00529798916974032	-0.213	-1.35875037664788
RPL23A	1.98553331142004e-07	-0.304244478902898	0.929	0.961	0.00583389397561437	-0.0319999999999999	-1.23477183343009
RPL18	2.13661983860044e-07	-0.36070235643338	0.918	0.941	0.00627781640977581	-0.0229999999999999	-1.28405086809971
CRABP2	2.20061387710095e-07	-0.26038698722481	0.071	0.217	0.006465843693698	-0.146	-1.19779995831794
FKBP2	2.6042673289888e-07	0.485808401503997	0.318	0.143	0.00765185826603488	0.175	1.40037033101481
SEPT2	2.65781883951318e-07	0.461433913821187	0.375	0.187	0.00780920331425762	0.188	1.37690966712727
ZC3HAV1	2.6896223946539e-07	-0.640378174098055	0.45	0.65	0.00790264851997209	-0.2	-1.55873769816921
VIM	2.77860154713134e-07	-0.342566342804788	0.961	0.983	0.00816408706578131	-0.022	-1.2680101930553
RPL23	2.84061637146384e-07	-0.358293569104055	0.904	0.938	0.00834629902263507	-0.0339999999999999	-1.28190874887081
KRT19	3.10902512896834e-07	-0.456018099618144	0.107	0.273	0.00913493763393477	-0.166	-1.37175049805189
IER2	3.48202067265195e-07	0.519929304887512	0.85	0.82	0.010230873140386	0.03	1.43388498289328
MME	3.52635324901615e-07	0.40441193459071	0.154	0.037	0.0103611311162592	0.117	1.32354930071262
S1PR3	3.71078149004912e-07	-0.404644215058592	0.143	0.32	0.0109030181740623	-0.177	-1.32376241532981
ATXN7	3.78086752812604e-07	-0.355064627152304	0.071	0.219	0.0111089449711399	-0.148	-1.27904287616304
UBA52	3.84893640041574e-07	-0.350190678021677	0.864	0.899	0.0113089449317015	-0.035	-1.27472909449575
HSPE1	4.5002864556134e-07	-0.494293315929411	0.607	0.756	0.0132227416638833	-0.149	-1.4086305880486
EDIL3	4.53202115642506e-07	0.583799858387744	0.436	0.281	0.0133159845618081	0.155	1.49879166357073
C19orf70	5.00569713221801e-07	0.376032352786711	0.264	0.106	0.014707739313883	0.158	1.29776786937256
PSMA6	5.58060600196996e-07	-0.360122068377875	0.139	0.313	0.0163969365549881	-0.174	-1.28353449455744
TRDN	5.66687781790387e-07	0.669715488842276	0.243	0.099	0.0166504204045651	0.144	1.59075922595932
SRGN	6.05120629598606e-07	-0.78213606648112	0.189	0.335	0.0177796543388662	-0.146	-1.7196751544485
EGR1	6.34617371359371e-07	0.582020205874638	0.911	0.874	0.018646327605281	0.037	1.49694395231151
CDC42EP3	6.34938442991547e-07	0.570112092062185	0.311	0.148	0.0186557613319776	0.163	1.48463891709404
CPED1	6.36202969607643e-07	0.489058587104002	0.479	0.337	0.0186929156530118	0.142	1.40352872146169
TRAPPC5	6.58895863723824e-07	-0.336419016656752	0.107	0.268	0.0193596782679334	-0.161	-1.26261869410686
MYL9	6.64204768612559e-07	0.521234581881475	0.936	0.966	0.0195156645113742	-0.0299999999999999	1.43518287604076
MT1X	7.51330705062325e-07	-0.612638419928154	0.475	0.633	0.0220755987761412	-0.158	-1.52905300604156
MGP	7.89683921944328e-07	0.548913018892264	0.821	0.852	0.0232024929945682	-0.031	1.46298301376131
SLC25A44	8.31819631232486e-07	-0.404653704491213	0.1	0.254	0.0244405244048729	-0.154	-1.32377112250298
FAM129A	8.76685700610032e-07	0.495648811791423	0.307	0.14	0.025758779255324	0.167	1.40995470031966
THBS1	9.10263885877498e-07	0.353050200638749	0.596	0.687	0.0267453734948527	-0.0910000000000001	1.27725820244933
CCL2	1.01485005947674e-06	0.297664807469163	0.432	0.591	0.0298183244475456	-0.159	1.22915325536544
HSP90AB1	1.04592264432107e-06	-0.329860570714639	0.946	0.958	0.0307312991354416	-0.012	-1.25689189631432
MT1A	1.11127837357158e-06	-0.537806948024869	0.482	0.677	0.0326515811722801	-0.195	-1.45176400138178
NEXN	1.26609588732214e-06	0.279813803982328	0.636	0.667	0.0372004293612991	-0.031	1.21403818900385
RRBP1	1.35049010113398e-06	-0.42280876044477	0.279	0.47	0.0396801001515187	-0.191	-1.34053488230738
WISP2	1.41443316388091e-06	0.479967417052043	0.157	0.042	0.0415588752211489	0.115	1.39471216672933
GSTM5	1.42153713629405e-06	-0.412510496183314	0.179	0.352	0.0417676041385919	-0.173	-1.33099993074524
