p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	perDiff
6.49387849288957e-15	0.456717177782438	0.883	0.838	1.29877569857791e-11	T/NK1	GPRIN3	0.045
1.43242439677439e-19	0.456182008803838	0.922	0.842	2.86484879354878e-16	T/NK1	APBB1IP	0.0800000000000001
1.24990299892594e-14	0.452985032692747	0.951	0.934	2.49980599785189e-11	T/NK1	CD44	0.0169999999999999
1.02187383178826e-15	0.443772306642827	0.935	0.892	2.04374766357652e-12	T/NK1	AC058791.1	0.043
2.65864502906235e-11	0.441550403666882	0.87	0.867	5.3172900581247e-08	T/NK1	ALOX5AP	0.003
1.99121733287927e-23	0.437585575512613	0.74	0.69	3.98243466575855e-20	T/NK1	TAP1	0.05
1.05005506555953e-43	0.436659715113448	0.766	0.747	2.10011013111905e-40	T/NK1	PPP1R16B	0.019
1.08131386544861e-16	0.420368438401638	0.935	0.859	2.16262773089722e-13	T/NK1	IL10RA	0.0760000000000001
5.12336083465717e-27	0.40466693493346	0.687	0.763	1.02467216693143e-23	T/NK1	SAMD9	-0.076
1.4530789831484e-21	0.401989380017891	0.726	0.771	2.90615796629679e-18	T/NK1	IKZF1	-0.045
7.03588297260747e-19	0.399645327855677	0.727	0.76	1.40717659452149e-15	T/NK1	ACTN4	-0.033
1.48021671332028e-26	0.398262462122652	0.95	0.903	2.96043342664057e-23	T/NK1	TSC22D3	0.0469999999999999
1.24958208282252e-55	0.393060671298022	0.86	0.637	2.49916416564504e-52	T/NK1	SYTL2	0.223
1.34016351201402e-30	0.387269935022557	0.835	0.644	2.68032702402804e-27	T/NK1	NEDD9	0.191
3.54153422118811e-77	0.386119307650684	0.935	0.653	7.08306844237623e-74	T/NK1	DUSP5	0.282
1.18893720733197e-22	0.386052430379814	0.856	0.749	2.37787441466395e-19	T/NK1	PRKX	0.107
8.7235971215415e-14	0.384502952897284	0.83	0.72	1.7447194243083e-10	T/NK1	STOM	0.11
2.86358572124296e-17	0.383606085482445	0.985	0.991	5.72717144248592e-14	T/NK1	HLA-E	-0.00600000000000001
5.50828028273188e-23	0.382524331498004	0.621	0.58	1.10165605654638e-19	T/NK1	IPCEF1	0.041
5.88864070961972e-59	0.379825538266054	0.69	0.463	1.17772814192394e-55	T/NK1	PPP2R2B	0.227
1.82749527992464e-09	0.368838823045943	0.806	0.818	3.65499055984927e-06	T/NK1	DDIT4	-0.0119999999999999
2.65702580377424e-10	0.360863202214791	0.831	0.836	5.31405160754848e-07	T/NK1	GCC2	-0.005
1.32188488193206e-18	0.358215431322153	0.988	0.997	2.64376976386412e-15	T/NK1	RPS3	-0.00900000000000001
4.86944171244721e-20	0.355409713226196	0.786	0.625	9.73888342489442e-17	T/NK1	ZNF217	0.161
2.30809047555226e-26	0.355133523984231	0.699	0.638	4.61618095110453e-23	T/NK1	DZIP3	0.0609999999999999
4.3476145501081e-22	0.349758466085025	0.747	0.779	8.6952291002162e-19	T/NK1	MYBL1	-0.032
1.89520780153687e-12	0.346429594038945	0.793	0.828	3.79041560307375e-09	T/NK1	TAGAP	-0.0349999999999999
3.46726985444757e-08	0.344614292388116	0.831	0.769	6.93453970889514e-05	T/NK1	IK	0.0619999999999999
1.46559787419069e-30	0.344154223859482	1	0.998	2.93119574838137e-27	T/NK1	MT-CO2	0.002
3.07779657605047e-23	0.33813273389107	0.683	0.693	6.15559315210093e-20	T/NK1	GPR171	-0.0099999999999999
3.65826851385871e-08	0.338073488000696	0.707	0.681	7.31653702771742e-05	T/NK1	GABPB1-AS1	0.0259999999999999
2.3674730010061e-09	0.336008369822494	0.73	0.696	4.73494600201221e-06	T/NK1	ARHGAP26	0.034
3.60867838725188e-59	0.335408519202499	0.628	0.78	7.21735677450376e-56	T/NK1	CCDC88C	-0.152
1.05143745795452e-33	0.32444681257213	1	0.999	2.10287491590905e-30	T/NK1	MT-CO1	0.001
3.17403254925355e-16	0.323363177795965	0.742	0.752	6.3480650985071e-13	T/NK1	TRAF3IP3	-0.01
3.45835565929399e-33	0.322709583116761	0.604	0.682	6.91671131858797e-30	T/NK1	OCIAD2	-0.0780000000000001
2.71425143956865e-07	0.316856598308005	0.734	0.709	0.00054285028791373	T/NK1	EVI2A	0.025
3.04434902202436e-33	0.311122562478187	0.689	0.794	6.08869804404872e-30	T/NK1	ARPC5L	-0.105
5.11356037643177e-16	0.30469916728801	0.873	0.762	1.02271207528635e-12	T/NK1	DOCK10	0.111
1.19612630240738e-11	0.304656945113214	0.938	0.907	2.39225260481475e-08	T/NK1	S100A10	0.0309999999999999
2.95707367242295e-12	0.301653017600794	0.837	0.747	5.9141473448459e-09	T/NK1	HEBP2	0.09
2.46724966913119e-31	0.299156000417604	0.854	0.671	4.93449933826238e-28	T/NK1	IDH2	0.183
2.09581790567832e-12	0.298862384000833	0.805	0.797	4.19163581135663e-09	T/NK1	HIST1H1C	0.00800000000000001
1.03880215678237e-07	0.294330521944776	0.881	0.816	0.000207760431356475	T/NK1	TGFBR2	0.0650000000000001
1.89462535548822e-18	0.293295667650417	0.864	0.74	3.78925071097644e-15	T/NK1	KPNA2	0.124
1.94405110372057e-21	0.289097146304393	0.874	0.75	3.88810220744115e-18	T/NK1	RCAN3	0.124
2.56306403783392e-19	0.288025826089479	0.638	0.655	5.12612807566784e-16	T/NK1	CCDC69	-0.017
3.16594213841755e-12	0.285550135757163	0.681	0.676	6.33188427683509e-09	T/NK1	FCMR	0.005
3.10768417990789e-09	0.2851738852071	0.822	0.79	6.21536835981578e-06	T/NK1	CIB1	0.0319999999999999
2.45783644424694e-59	0.28056184857363	0.845	0.562	4.91567288849389e-56	T/NK1	HIVEP2	0.283
4.11705002827801e-21	0.280501472074654	0.802	0.859	8.23410005655602e-18	T/NK1	ID2	-0.0569999999999999
4.91449161332431e-98	0.280011982269007	0.903	0.585	9.82898322664863e-95	T/NK1	CDKN2A	0.318
5.76510984869803e-21	0.279110424772065	0.77	0.65	1.15302196973961e-17	T/NK1	LRBA	0.12
3.30299864611017e-47	0.277164310693699	0.914	0.702	6.60599729222034e-44	T/NK1	RPA3	0.212
8.79881038022223e-08	0.273620787104161	0.762	0.8	0.000175976207604445	T/NK1	PRDM1	-0.038
1.15137130666797e-19	0.268634471498717	0.817	0.725	2.30274261333594e-16	T/NK1	GCH1	0.092
5.38722924460649e-30	0.260625609491416	0.851	0.693	1.0774458489213e-26	T/NK1	JADE1	0.158
3.78190361783882e-33	0.26045128692464	0.73	0.821	7.56380723567764e-30	T/NK1	MIR4435-2HG	-0.091
3.26116265341741e-06	0.258219382565926	0.773	0.752	0.00652232530683482	T/NK1	JPT1	0.021
2.19345616912477e-46	0.257531478416957	0.889	0.658	4.38691233824953e-43	T/NK1	PPP4R2	0.231
6.58952297416357e-23	0.257027188415232	0.847	0.693	1.31790459483271e-19	T/NK1	MSI2	0.154
8.38080423601296e-26	0.25679857269085	0.568	0.384	1.67616084720259e-22	T/NK1	SPON2	0.184
1.35024623034702e-28	0.25663326471906	0.789	0.591	2.70049246069404e-25	T/NK1	TP53BP2	0.198
0	3.12393154982961	0.998	0.738	0	T/NK2	IL7R	0.26
5.7093791316523e-255	2.1861825139955	0.948	0.702	1.14187582633046e-251	T/NK2	KLRB1	0.246
1.20405949462547e-227	1.85967149288282	0.948	0.862	2.40811898925095e-224	T/NK2	LTB	0.086
5.708339318936e-163	1.46353794312158	0.975	0.686	1.1416678637872e-159	T/NK2	ODF2L	0.289
2.43550640374039e-159	1.35958867002614	0.959	0.697	4.87101280748077e-156	T/NK2	TTC39C	0.262
3.22788855616997e-123	1.35735094433837	1	0.929	6.45577711233993e-120	T/NK2	S100A4	0.071
4.32296352423794e-174	1.34617207728935	0.899	0.894	8.64592704847588e-171	T/NK2	PDE4D	0.005
3.51067508545677e-79	1.32465757502238	0.996	0.955	7.02135017091355e-76	T/NK2	ANXA1	0.041
3.53987987621533e-178	1.22232755781923	0.874	0.644	7.07975975243066e-175	T/NK2	DPP4	0.23
9.16648777249833e-80	1.14224009372336	0.98	0.818	1.83329755449967e-76	T/NK2	PHLDA1	0.162
2.45215041809678e-77	1.11907559345877	0.977	0.913	4.90430083619357e-74	T/NK2	FAM107B	0.0639999999999999
1.91746124891875e-82	1.1163947625904	0.986	0.907	3.83492249783751e-79	T/NK2	TSC22D3	0.079
3.55432794692028e-137	1.10535982484354	1	0.985	7.10865589384056e-134	T/NK2	RPLP1	0.015
7.16104497981973e-60	1.04401713056875	0.977	0.923	1.43220899596395e-56	T/NK2	TNFAIP3	0.0539999999999999
9.60490077009349e-89	0.995083633344416	0.98	0.745	1.9209801540187e-85	T/NK2	ANKRD28	0.235
8.16457211541653e-86	0.984431720621252	0.982	0.845	1.63291442308331e-82	T/NK2	CD2	0.137
1.75529369063843e-75	0.976300807795197	0.95	0.818	3.51058738127686e-72	T/NK2	CD96	0.132
7.15956238913631e-66	0.924515704571312	0.856	0.649	1.43191247782726e-62	T/NK2	LINC01871	0.207
2.2871766151447e-73	0.886920922163323	0.847	0.79	4.5743532302894e-70	T/NK2	RCAN3	0.0569999999999999
1.12067712256418e-57	0.861123144282657	0.966	0.85	2.24135424512837e-54	T/NK2	TOB1	0.116
4.72688853106609e-72	0.858008041624193	0.822	0.751	9.45377706213218e-69	T/NK2	MYBL1	0.071
8.96919850136361e-65	0.855242464411388	0.996	0.971	1.79383970027272e-61	T/NK2	RPLP0	0.025
6.91397500591094e-94	0.840056460172027	0.95	0.655	1.38279500118219e-90	T/NK2	TRAT1	0.295
3.07111706938872e-49	0.835639488814781	0.815	0.682	6.14223413877744e-46	T/NK2	GADD45A	0.133
8.18180033408515e-61	0.828633114737837	0.847	0.694	1.63636006681703e-57	T/NK2	CDC14A	0.153
5.66555143499711e-67	0.820472048534316	0.966	0.802	1.13311028699942e-63	T/NK2	ETS1	0.164
5.52375581079259e-73	0.815105576727515	0.961	0.751	1.10475116215852e-69	T/NK2	CD3D	0.21
1.77726185023366e-74	0.802075467648781	1	0.995	3.55452370046731e-71	T/NK2	RPS12	0.005
7.27771190078218e-71	0.744712352099135	1	0.993	1.45554238015644e-67	T/NK2	RPL13	0.00700000000000001
1.10144297374864e-68	0.743560630136968	1	0.984	2.20288594749729e-65	T/NK2	RPS19	0.016
1.35354215428896e-59	0.725938229002841	0.797	0.57	2.70708430857793e-56	T/NK2	CAMK4	0.227
8.88443417868768e-70	0.714190569774979	1	0.974	1.77688683573754e-66	T/NK2	RPL28	0.026
1.20770628464294e-42	0.705856455055715	0.982	0.904	2.41541256928589e-39	T/NK2	S100A10	0.078
1.78263147781071e-46	0.688652633071007	1	0.975	3.56526295562142e-43	T/NK2	EEF1B2	0.025
3.26514222238385e-85	0.688197636100528	1	0.995	6.5302844447677e-82	T/NK2	EEF1A1	0.005
1.9461138513065e-51	0.683713494732948	0.98	0.847	3.892227702613e-48	T/NK2	LEPROTL1	0.133
3.12480270946621e-64	0.679323804717804	0.959	0.907	6.24960541893243e-61	T/NK2	CD52	0.0519999999999999
1.33285322432807e-53	0.666834883916124	0.948	0.758	2.66570644865614e-50	T/NK2	CD3E	0.19
1.35639400253638e-58	0.661633182447639	1	0.988	2.71278800507277e-55	T/NK2	RPL14	0.012
1.45829933760256e-38	0.64832768835934	0.731	0.68	2.91659867520512e-35	T/NK2	SPRY1	0.0509999999999999
1.63237286176385e-50	0.647208110534293	0.993	0.968	3.26474572352769e-47	T/NK2	RPL10A	0.025
3.17212686053536e-56	0.629728434424862	0.996	0.974	6.34425372107072e-53	T/NK2	RPL39	0.022
7.54571405823004e-53	0.62496341159079	1	0.988	1.50914281164601e-49	T/NK2	RPS8	0.012
1.84935662445793e-49	0.618435153881013	1	0.994	3.69871324891586e-46	T/NK2	RPL5	0.00600000000000001
1.83986998979951e-43	0.617918878642274	0.996	0.975	3.67973997959901e-40	T/NK2	RPSA	0.021
2.21233470933854e-49	0.61369860944305	1	0.962	4.42466941867707e-46	T/NK2	RPL12	0.038
1.86057706344446e-67	0.61131109934946	0.91	0.668	3.72115412688892e-64	T/NK2	PLAC8	0.242
6.72704899630955e-47	0.607824784152606	0.984	0.847	1.34540979926191e-43	T/NK2	CD48	0.137
1.97630463445036e-72	0.607689533796177	0.901	0.751	3.95260926890073e-69	T/NK2	TIFA	0.15
2.67698913425434e-57	0.606779676912015	0.898	0.656	5.35397826850869e-54	T/NK2	ELK3	0.242
5.33982191022712e-43	0.604672078767292	1	0.976	1.06796438204542e-39	T/NK2	RPL18A	0.024
3.07370217369302e-48	0.601164455762375	1	0.988	6.14740434738604e-45	T/NK2	RPL3	0.012
2.41064595065668e-52	0.600368176889305	1	0.992	4.82129190131335e-49	T/NK2	RPS14	0.00800000000000001
6.47289253602504e-49	0.586054494769326	1	0.989	1.29457850720501e-45	T/NK2	RPS6	0.011
9.8206703283917e-53	0.583917100116794	1	0.975	1.96413406567834e-49	T/NK2	RPS28	0.025
1.15788272972484e-53	0.58270932041886	0.993	0.973	2.31576545944968e-50	T/NK2	RPS21	0.02
9.60994951081384e-44	0.580768920884217	0.74	0.775	1.92198990216277e-40	T/NK2	MGAT4A	-0.035
5.13401878999446e-90	0.580140234503378	0.934	0.673	1.02680375799889e-86	T/NK2	HPGD	0.261
4.34616302211094e-43	0.574771990174667	0.996	0.851	8.69232604422188e-40	T/NK2	RGCC	0.145
4.07267399832403e-27	0.566969095256623	0.903	0.872	8.14534799664806e-24	T/NK2	ABRACL	0.031
5.57591962971403e-33	0.555507996619304	0.98	0.954	1.11518392594281e-29	T/NK2	RPL31	0.026
9.02815026511581e-24	0.554788114418754	0.946	0.881	1.80563005302316e-20	T/NK2	RAB11FIP1	0.0649999999999999
7.71854616196966e-45	0.553747718615321	1	0.987	1.54370923239393e-41	T/NK2	RPS18	0.013
5.07427122710921e-33	0.553394430616412	0.996	0.99	1.01485424542184e-29	T/NK2	RPS5	0.00600000000000001
1.45830386391983e-19	0.550473257521632	0.969	0.902	2.91660772783967e-16	T/NK2	SET	0.0669999999999999
6.8753215998959e-41	0.546928150190685	0.968	0.799	1.37506431997918e-37	T/NK2	SYNE2	0.169
5.55465046819387e-39	0.546800204352641	0.935	0.75	1.11093009363877e-35	T/NK2	STAT4	0.185
7.04061049349968e-35	0.538722396951846	1	0.991	1.40812209869994e-31	T/NK2	RPS2	0.00900000000000001
2.03791901578963e-65	0.532373128005373	0.817	0.732	4.07583803157925e-62	T/NK2	IL18R1	0.085
4.70169213342961e-20	0.53237067951528	1	0.977	9.40338426685923e-17	T/NK2	KLF6	0.023
1.67748757223891e-29	0.531858511131555	0.749	0.592	3.35497514447782e-26	T/NK2	TCF7	0.157
4.21327086302487e-43	0.530998175178417	1	0.991	8.42654172604974e-40	T/NK2	RPL41	0.00900000000000001
2.59285805509891e-24	0.527956303150722	0.982	0.959	5.18571611019782e-21	T/NK2	ZFP36L2	0.023
1.19324101972821e-105	0.517427541920927	0.864	0.703	2.38648203945642e-102	T/NK2	THY1	0.161
2.01412478589325e-32	0.514042921272636	1	0.972	4.02824957178651e-29	T/NK2	RPL8	0.028
1.31443039297776e-38	0.510060081496008	1	0.985	2.62886078595552e-35	T/NK2	RPS4X	0.015
2.06164350394612e-36	0.506434543388274	0.925	0.84	4.12328700789225e-33	T/NK2	TRBC2	0.0850000000000001
1.07527949031155e-37	0.501615865830945	0.707	0.607	2.15055898062311e-34	T/NK2	IFI44	0.1
1.66697037349745e-49	0.496989827233398	1	0.993	3.33394074699491e-46	T/NK2	TPT1	0.00700000000000001
7.74954687310577e-39	0.496983448794218	0.98	0.899	1.54990937462115e-35	T/NK2	CXCR4	0.081
2.41287523470357e-35	0.487689676452558	0.713	0.514	4.82575046940714e-32	T/NK2	ABCB1	0.199
5.78353172603386e-96	0.487089172420908	0.905	0.875	1.15670634520677e-92	T/NK2	CFH	0.03
1.03459822344188e-54	0.477174891962183	0.662	0.68	2.06919644688377e-51	T/NK2	MCAM	-0.018
2.83462183408587e-28	0.477100662670154	0.831	0.831	5.66924366817173e-25	T/NK2	JAML	0
1.53777294976846e-32	0.477095120177424	1	0.974	3.07554589953693e-29	T/NK2	RPL29	0.026
9.90135930823639e-13	0.471951118515394	0.923	0.843	1.98027186164728e-09	T/NK2	CITED2	0.0800000000000001
