p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	perDiff
6.84317209916557e-38	0.743823124555656	0.741	0.541	1.36863441983311e-34	T/NK1	RHOH	0.2
1.35454985710346e-70	0.736656153473464	0.992	0.988	2.70909971420693e-67	T/NK1	HLA-B	0.004
9.55351767068576e-35	0.734664403765195	0.767	0.592	1.91070353413715e-31	T/NK1	LSP1	0.175
6.3718111276052e-21	0.71876865918064	0.638	0.514	1.27436222552104e-17	T/NK1	SLA	0.124
5.67843283208398e-32	0.71124260347824	0.589	0.43	1.1356865664168e-28	T/NK1	PTPN7	0.159
9.50869951640085e-88	0.710204583439136	0.999	0.999	1.90173990328017e-84	T/NK1	B2M	0
1.91686220990912e-41	0.709552570332155	0.695	0.572	3.83372441981825e-38	T/NK1	IL2RG	0.123
1.47538533459821e-20	0.70839925748749	0.623	0.416	2.95077066919643e-17	T/NK1	AREG	0.207
7.60713918227908e-51	0.704478238044424	0.92	0.879	1.52142783645582e-47	T/NK1	ARHGDIB	0.041
1.44057106247715e-25	0.703731043915056	0.696	0.544	2.88114212495429e-22	T/NK1	ADGRE5	0.152
8.83007964563875e-32	0.703391725257897	0.574	0.463	1.76601592912775e-28	T/NK1	CYTOR	0.111
6.48190791822357e-38	0.699503363483175	0.693	0.573	1.29638158364471e-34	T/NK1	ACAP1	0.12
1.60123189594886e-34	0.690983313646413	0.87	0.807	3.20246379189771e-31	T/NK1	LCP1	0.0629999999999999
1.76863418631343e-40	0.684774892099489	0.641	0.451	3.53726837262687e-37	T/NK1	TC2N	0.19
2.29647714805512e-33	0.684145157051834	0.558	0.504	4.59295429611024e-30	T/NK1	GBP5	0.054
7.25079921787414e-20	0.673509300171498	0.639	0.476	1.45015984357483e-16	T/NK1	TNF	0.163
3.5282964114584e-38	0.659377237637468	0.671	0.447	7.05659282291679e-35	T/NK1	LINC01871	0.224
3.11543354321468e-27	0.655057743933952	0.685	0.53	6.23086708642936e-24	T/NK1	NUCB2	0.155
9.38794399708261e-26	0.652640656497803	0.671	0.551	1.87758879941652e-22	T/NK1	STK17A	0.12
1.77113173424093e-37	0.652542034510025	0.641	0.444	3.54226346848186e-34	T/NK1	KIF21A	0.197
1.00444067366732e-26	0.641998783400882	0.813	0.723	2.00888134733465e-23	T/NK1	CORO1A	0.09
3.80862013268917e-29	0.640390022792077	0.893	0.85	7.61724026537833e-26	T/NK1	STK17B	0.043
2.74476818714578e-32	0.640076023510791	0.81	0.628	5.48953637429155e-29	T/NK1	SYNE2	0.182
3.20947882343651e-35	0.635220721874455	0.92	0.875	6.41895764687302e-32	T/NK1	SH3BGRL3	0.045
1.7533421405948e-27	0.632577147663413	0.641	0.463	3.50668428118961e-24	T/NK1	SLFN5	0.178
7.03920000560026e-42	0.621026698490003	0.609	0.374	1.40784000112005e-38	T/NK1	THEMIS	0.235
5.18826421751089e-17	0.607640764660834	0.645	0.503	1.03765284350218e-13	T/NK1	HIST1H4C	0.142
2.85909441010405e-23	0.607005442776264	0.836	0.697	5.71818882020809e-20	T/NK1	FYB1	0.139
6.36866179730026e-22	0.598396764313805	0.822	0.701	1.27373235946005e-18	T/NK1	CD48	0.121
2.27610925202605e-27	0.597970358021509	0.834	0.716	4.5522185040521e-24	T/NK1	CDC42SE2	0.118
3.97604138523215e-23	0.597121474076635	0.653	0.544	7.95208277046429e-20	T/NK1	GIMAP7	0.109
5.68962737061176e-33	0.591185614950192	0.846	0.769	1.13792547412235e-29	T/NK1	STK4	0.077
7.45934406520188e-23	0.580466045330232	0.878	0.79	1.49186881304038e-19	T/NK1	ARL4C	0.088
3.55411352558165e-36	0.579158927047563	0.628	0.409	7.10822705116331e-33	T/NK1	RASGRP1	0.219
8.5581520359946e-48	0.573086199455194	0.329	0.206	1.71163040719892e-44	T/NK1	XCL2	0.123
2.21425190948952e-15	0.572466150212758	0.634	0.505	4.42850381897903e-12	T/NK1	HMGB2	0.129
3.12090239354262e-38	0.571686038226276	0.641	0.445	6.24180478708523e-35	T/NK1	SLAMF7	0.196
3.11404615304063e-18	0.567040931858518	0.778	0.701	6.22809230608126e-15	T/NK1	CLEC2B	0.0770000000000001
1.53314606948845e-13	0.562843162522851	0.8	0.687	3.0662921389769e-10	T/NK1	ID2	0.113
1.23215979280806e-21	0.558175295761841	0.684	0.533	2.46431958561612e-18	T/NK1	DIAPH1	0.151
2.59339572657041e-19	0.55388814229326	0.782	0.703	5.18679145314083e-16	T/NK1	EMB	0.0790000000000001
7.31909574255992e-35	0.544770519535551	0.569	0.502	1.46381914851198e-31	T/NK1	YES1	0.0669999999999999
1.05209366999068e-29	0.538613053980089	0.515	0.43	2.10418733998135e-26	T/NK1	C12orf75	0.085
2.47334378669587e-15	0.523462786477971	0.628	0.5	4.94668757339175e-12	T/NK1	GIMAP4	0.128
1.10812589753137e-23	0.502554775927237	0.655	0.482	2.21625179506273e-20	T/NK1	INPP4B	0.173
8.23408401101584e-45	0.486865270860305	0.506	0.211	1.64681680220317e-41	T/NK1	SLFN12L	0.295
1.32904687064667e-18	0.483412215039537	0.717	0.643	2.65809374129335e-15	T/NK1	GNG2	0.074
7.39142386340995e-11	0.48051996897374	0.752	0.674	1.47828477268199e-07	T/NK1	ALOX5AP	0.078
1.20014895201887e-27	0.479170347774241	0.609	0.432	2.40029790403774e-24	T/NK1	HELB	0.177
1.2865417721919e-13	0.472940335640133	0.632	0.547	2.5730835443838e-10	T/NK1	BIN2	0.085
2.6032639231842e-17	0.455968712783596	0.558	0.529	5.20652784636839e-14	T/NK1	MYBL1	0.029
1.51854155559205e-15	0.432576935224211	0.888	0.809	3.03708311118411e-12	T/NK1	ANXA1	0.079
1.17127588617475e-15	0.431115623504803	0.915	0.882	2.3425517723495e-12	T/NK1	EZR	0.033
3.04849830105385e-09	0.431033290846506	0.545	0.452	6.0969966021077e-06	T/NK1	CRYBG1	0.093
6.63474773441544e-19	0.42711416345383	0.666	0.601	1.32694954688309e-15	T/NK1	LBH	0.0650000000000001
1.4827509132552e-17	0.424203070890116	0.519	0.407	2.96550182651039e-14	T/NK1	PITPNC1	0.112
1.32515954180502e-09	0.408300629021237	0.716	0.603	2.65031908361005e-06	T/NK1	GPRIN3	0.113
3.5027344760106e-19	0.404032771215553	0.515	0.447	7.00546895202121e-16	T/NK1	OCIAD2	0.068
2.06196564558028e-21	0.392212668473174	0.907	0.877	4.12393129116056e-18	T/NK1	TSC22D3	0.03
2.53883118075304e-23	0.384516484663206	0.852	0.786	5.07766236150609e-20	T/NK1	CD52	0.0659999999999999
2.21149105849928e-06	0.379938461581834	0.7	0.648	0.00442298211699856	T/NK1	IL10RA	0.0519999999999999
3.25548766499715e-14	0.37114366576623	0.645	0.507	6.5109753299943e-11	T/NK1	RCAN3	0.138
2.63213277912262e-18	0.369283815581185	0.861	0.795	5.26426555824525e-15	T/NK1	S100A10	0.0659999999999999
3.9296179440566e-21	0.367590480137749	0.54	0.366	7.85923588811319e-18	T/NK1	PPP1R16B	0.174
5.69521840339249e-06	0.366894776272781	0.685	0.619	0.011390436806785	T/NK1	GCC2	0.0660000000000001
2.69774826104576e-12	0.363171627545348	0.413	0.35	5.39549652209151e-09	T/NK1	IPCEF1	0.063
9.98667080425943e-07	0.356588154535113	0.875	0.859	0.00199733416085189	T/NK1	CREM	0.016
5.39076247783099e-06	0.355857652683688	0.673	0.585	0.010781524955662	T/NK1	AAK1	0.0880000000000001
1.96728749988726e-50	0.351010090061248	0.577	0.257	3.93457499977452e-47	T/NK1	NELL2	0.32
7.19135952492548e-06	0.350106046626822	0.688	0.664	0.014382719049851	T/NK1	DDIT4	0.0239999999999999
1.09816902272439e-12	0.34779142693419	0.449	0.388	2.19633804544878e-09	T/NK1	GPR171	0.061
9.42966448939057e-06	0.346683174714873	0.606	0.605	0.0188593289787811	T/NK1	VPS37B	0.001
3.46313724932749e-07	0.342396857048851	0.51	0.471	0.000692627449865498	T/NK1	SPRY1	0.039
2.87243621048578e-15	0.341073514896701	0.595	0.471	5.74487242097155e-12	T/NK1	TAP1	0.124
3.04698256460664e-09	0.339636575046532	0.626	0.511	6.09396512921327e-06	T/NK1	NEDD9	0.115
3.34342096515055e-14	0.335992286483743	0.663	0.499	6.6868419303011e-11	T/NK1	ISG20	0.164
5.74396118165166e-13	0.335023592056361	0.674	0.511	1.14879223633033e-09	T/NK1	DUSP5	0.163
1.30896093695206e-12	0.334028639787486	0.556	0.41	2.61792187390413e-09	T/NK1	TCF7	0.146
2.26539078703548e-12	0.329177579210408	0.766	0.628	4.53078157407096e-09	T/NK1	CYTIP	0.138
6.53281811619753e-09	0.324526149940187	0.508	0.438	1.30656362323951e-05	T/NK1	CCDC69	0.07
1.61760791987709e-11	0.323821152352279	0.589	0.595	3.23521583975418e-08	T/NK1	IKZF1	-0.00600000000000001
6.48447481736707e-13	0.321898858407098	0.624	0.496	1.29689496347341e-09	T/NK1	PRKX	0.128
4.03617392445913e-06	0.321729235211685	0.669	0.645	0.00807234784891826	T/NK1	CIB1	0.024
2.48295339078638e-07	0.321727965141369	0.739	0.699	0.000496590678157275	T/NK1	AC058791.1	0.04
2.33959143937058e-06	0.321294169413896	0.895	0.826	0.00467918287874116	T/NK1	JUN	0.0690000000000001
5.65143463373615e-11	0.318443936047394	0.526	0.388	1.13028692674723e-07	T/NK1	CAMK4	0.138
1.49659785389832e-08	0.316561153881741	0.827	0.743	2.99319570779664e-05	T/NK1	SAMSN1	0.084
4.05245791063763e-16	0.315786235734612	0.56	0.394	8.10491582127525e-13	T/NK1	SYTL2	0.166
1.94211108703082e-24	0.315672246748073	0.451	0.302	3.88422217406165e-21	T/NK1	PPP2R2B	0.149
1.86891834229675e-06	0.308094173931011	0.576	0.502	0.00373783668459349	T/NK1	CHD3	0.074
7.38302247629334e-11	0.305344729695975	0.599	0.511	1.47660449525867e-07	T/NK1	IDH2	0.088
3.85888739248277e-08	0.298638476224925	0.542	0.48	7.71777478496555e-05	T/NK1	RPA3	0.0620000000000001
1.7172579047218e-07	0.291590930125745	0.929	0.921	0.00034345158094436	T/NK1	ACTG1	0.00800000000000001
3.56002702779156e-20	0.291071776939248	0.999	0.991	7.12005405558313e-17	T/NK1	MT-CO1	0.00800000000000001
8.00343583863714e-17	0.289405278792744	0.999	0.987	1.60068716772743e-13	T/NK1	MT-CO2	0.012
2.40204185948686e-06	0.288958227532583	0.569	0.484	0.00480408371897371	T/NK1	ARHGAP26	0.085
3.79716135034715e-14	0.285210870037183	0.875	0.766	7.5943227006943e-11	T/NK1	TNFAIP3	0.109
6.70143260991611e-08	0.284686181839736	0.567	0.47	0.000134028652198322	T/NK1	MSI2	0.097
2.04562695052072e-29	0.284613796701243	0.642	0.383	4.09125390104144e-26	T/NK1	HIVEP2	0.259
5.17486069251956e-16	0.275234998643829	0.997	0.986	1.03497213850391e-12	T/NK1	MT-ND3	0.011
6.62156673857871e-11	0.272568172823468	0.466	0.357	1.32431334771574e-07	T/NK1	DZIP3	0.109
4.82955006642132e-11	0.271760634559643	0.956	0.958	9.65910013284263e-08	T/NK1	HLA-E	-0.002
9.06752115529078e-07	0.270505187929953	0.61	0.538	0.00181350423105816	T/NK1	HIST1H1C	0.072
2.37307816266154e-22	0.269272376689731	0.932	0.839	4.74615632532308e-19	T/NK1	S100A4	0.0930000000000001
9.18496894750221e-08	0.264184285746222	0.66	0.569	0.000183699378950044	T/NK1	KPNA2	0.0910000000000001
1.96469140606671e-16	0.262580542060193	0.528	0.335	3.92938281213342e-13	T/NK1	LRBA	0.193
2.2848015237696e-08	0.26201185056294	0.553	0.442	4.56960304753921e-05	T/NK1	TRAT1	0.111
3.38861627174374e-21	0.25503811191148	0.533	0.394	6.77723254348747e-18	T/NK1	TPRG1	0.139
1.17019038528762e-06	0.253274141099275	0.535	0.526	0.00234038077057525	T/NK1	SAMD9	0.00900000000000001
5.15119282971649e-14	0.253057225862954	0.372	0.227	1.0302385659433e-10	T/NK1	SLFN13	0.145
4.7211448739242e-237	2.98771614595985	0.982	0.526	9.4422897478484e-234	T/NK2	IL7R	0.456
7.48697607846862e-157	2.3254888706555	0.868	0.492	1.49739521569372e-153	T/NK2	KLRB1	0.376
5.69737904187428e-102	1.56780559465681	0.866	0.685	1.13947580837486e-98	T/NK2	LTB	0.181
1.91348118557279e-75	1.43501792614927	0.742	0.457	3.82696237114558e-72	T/NK2	ODF2L	0.285
5.59189970095788e-96	1.41797838127708	0.977	0.847	1.11837994019158e-92	T/NK2	S100A4	0.13
4.99323125922153e-84	1.3542176397917	0.772	0.635	9.98646251844306e-81	T/NK2	PDE4D	0.137
9.19748603414065e-106	1.32174927152268	0.714	0.514	1.83949720682813e-102	T/NK2	TTC39C	0.2
7.5354317030586e-69	1.29388350868804	0.949	0.81	1.50708634061172e-65	T/NK2	ANXA1	0.139
2.81150072306152e-53	1.215995947963	0.78	0.563	5.62300144612304e-50	T/NK2	PHLDA1	0.217
1.94417818236996e-51	1.16110015778627	0.939	0.772	3.88835636473993e-48	T/NK2	TNFAIP3	0.167
1.82673525002968e-68	1.10780590352447	0.922	0.664	3.65347050005936e-65	T/NK2	CD2	0.258
1.60777118316764e-81	1.07488572830601	0.613	0.374	3.21554236633529e-78	T/NK2	DPP4	0.239
6.93322588266167e-93	0.997869012366503	1	0.991	1.38664517653233e-89	T/NK2	RPLP1	0.00900000000000001
1.23572738253221e-53	0.997841394800491	0.957	0.871	2.47145476506441e-50	T/NK2	TSC22D3	0.086
1.21725679832789e-53	0.982912238360487	0.904	0.665	2.43451359665578e-50	T/NK2	ETS1	0.239
6.6565777288306e-38	0.93456704749472	0.716	0.533	1.33131554576612e-34	T/NK2	ANKRD28	0.183
2.0493254140034e-46	0.930402164011432	0.643	0.443	4.09865082800679e-43	T/NK2	TRAT1	0.2
4.39823468412717e-45	0.920393917806503	0.901	0.688	8.79646936825434e-42	T/NK2	TRBC2	0.213
8.82379586647022e-36	0.909105119669099	0.704	0.485	1.76475917329404e-32	T/NK2	LINC01871	0.219
4.31414296154738e-39	0.86775385902018	0.742	0.535	8.62828592309476e-36	T/NK2	CD3E	0.207
8.52314249033022e-43	0.865203243530894	0.651	0.512	1.70462849806604e-39	T/NK2	MYBL1	0.139
1.60915655642377e-33	0.850129724086802	0.744	0.538	3.21831311284754e-30	T/NK2	CD96	0.206
5.13217177684022e-35	0.843036968684878	0.752	0.627	1.02643435536804e-31	T/NK2	TOB1	0.125
2.66670090367834e-39	0.842545245594989	0.643	0.475	5.33340180735668e-36	T/NK2	CDC14A	0.168
8.19932940209952e-35	0.842195612762256	0.666	0.53	1.6398658804199e-31	T/NK2	RCAN3	0.136
3.90113311474708e-40	0.801055600329027	0.8	0.757	7.80226622949416e-37	T/NK2	FAM107B	0.043
1.00498014027531e-30	0.797130160226329	0.848	0.662	2.00996028055063e-27	T/NK2	LEPROTL1	0.186
1.08804863475318e-59	0.793987997013806	1	0.987	2.17609726950637e-56	T/NK2	RPS12	0.013
3.77383716587098e-44	0.78382536300333	0.972	0.932	7.54767433174197e-41	T/NK2	RPLP0	0.0399999999999999
1.7771162995145e-21	0.717642849350441	0.61	0.52	3.55423259902899e-18	T/NK2	GADD45A	0.09
3.36570658663865e-40	0.70341276006665	0.866	0.578	6.7314131732773e-37	T/NK2	CD3D	0.288
7.39265570503853e-26	0.696868543099646	0.668	0.625	1.47853114100771e-22	T/NK2	ABRACL	0.043
2.54498780533669e-17	0.694774546564017	0.716	0.662	5.08997561067339e-14	T/NK2	DDIT4	0.0539999999999999
3.10365704762263e-32	0.684976249005899	0.962	0.874	6.20731409524527e-29	T/NK2	CXCR4	0.088
9.50174051269372e-31	0.676436451556879	0.618	0.583	1.90034810253874e-27	T/NK2	PHACTR2	0.035
8.73988454586145e-20	0.672597188343055	0.965	0.934	1.74797690917229e-16	T/NK2	KLF6	0.0309999999999999
1.50516782492681e-42	0.669557643642841	1	0.977	3.01033564985362e-39	T/NK2	RPS19	0.023
1.67812043370421e-15	0.658184313368847	0.572	0.463	3.35624086740841e-12	T/NK2	SPRY1	0.109
2.56986921226041e-24	0.655436520796029	0.451	0.4	5.13973842452081e-21	T/NK2	GPR171	0.051
2.32482145263014e-55	0.653280156286184	1	0.99	4.64964290526028e-52	T/NK2	RPL13	0.01
1.32428497180811e-64	0.653274159955854	0.547	0.382	2.64856994361621e-61	T/NK2	THY1	0.165
1.65565904887451e-18	0.645944107221852	0.896	0.787	3.31131809774902e-15	T/NK2	DNAJB1	0.109
1.10550042438714e-54	0.64119160294137	0.506	0.408	2.21100084877428e-51	T/NK2	IL18R1	0.098
6.08655885880042e-20	0.637736414789349	0.818	0.687	1.21731177176008e-16	T/NK2	RGCC	0.131
7.22131350081402e-14	0.637450990169233	0.732	0.684	1.4442627001628e-10	T/NK2	CITED2	0.0479999999999999
2.64761347738888e-26	0.624433210694513	0.894	0.801	5.29522695477776e-23	T/NK2	S100A10	0.093
6.17377575533861e-32	0.622434652435215	0.982	0.946	1.23475515106772e-28	T/NK2	RPSA	0.036
1.14417091605641e-37	0.621146422873426	1	0.981	2.28834183211282e-34	T/NK2	RPL14	0.019
7.05947748976343e-27	0.620446155681464	0.575	0.404	1.41189549795269e-23	T/NK2	CAMK4	0.171
1.52009632071446e-25	0.61959511553366	0.762	0.58	3.04019264142892e-22	T/NK2	CD3G	0.182
3.95703015167358e-45	0.618108817050983	0.997	0.971	7.91406030334715e-42	T/NK2	RPL28	0.026
7.18168218072894e-20	0.616260617064888	0.61	0.577	1.43633643614579e-16	T/NK2	GIMAP7	0.033
2.49838151742324e-58	0.612220130134229	1	0.994	4.99676303484648e-55	T/NK2	EEF1A1	0.00600000000000001
1.0880178019146e-30	0.611742806823931	0.524	0.316	2.17603560382921e-27	T/NK2	HPGD	0.208
9.28293381591735e-32	0.59577210655927	0.97	0.935	1.85658676318347e-28	T/NK2	EEF1B2	0.0349999999999999
3.42177772317391e-16	0.592930854038345	0.6	0.528	6.84355544634782e-13	T/NK2	MGAT4A	0.072
1.27511736326251e-30	0.581774898470427	0.542	0.478	2.55023472652501e-27	T/NK2	MCAM	0.0640000000000001
2.68700503563077e-30	0.574730535200817	0.873	0.794	5.37401007126154e-27	T/NK2	CD52	0.079
5.71186573203707e-32	0.570401525337394	0.992	0.986	1.14237314640741e-28	T/NK2	RPL3	0.00600000000000001
1.34266318016952e-23	0.569762748546804	0.587	0.399	2.68532636033904e-20	T/NK2	ABCB1	0.188
4.05423831288345e-16	0.56546893284568	0.539	0.438	8.10847662576689e-13	T/NK2	SORL1	0.101
8.7708595371468e-31	0.561349797110271	0.992	0.967	1.75417190742936e-27	T/NK2	RPL12	0.025
6.24534540952223e-21	0.555463505974632	0.828	0.724	1.24906908190445e-17	T/NK2	CD48	0.104
1.13240723029691e-36	0.553791056871199	0.529	0.458	2.26481446059383e-33	T/NK2	CFH	0.071
9.4043174645104e-35	0.553507202740696	0.997	0.975	1.88086349290208e-31	T/NK2	RPL39	0.022
6.49720322778898e-29	0.547616540473479	0.992	0.955	1.2994406455578e-25	T/NK2	RPL10A	0.037
1.63013369145029e-26	0.543751379823142	0.99	0.976	3.26026738290058e-23	T/NK2	RPL18A	0.014
1.91991520181252e-28	0.542676996417973	0.537	0.428	3.83983040362505e-25	T/NK2	PLAC8	0.109
4.52140502204153e-17	0.536216484875708	0.516	0.485	9.04281004408307e-14	T/NK2	PPA1	0.031
1.00720723542718e-28	0.532062576646995	0.997	0.973	2.01441447085437e-25	T/NK2	RPL5	0.024
1.69991924300074e-28	0.525679698733033	0.997	0.976	3.39983848600149e-25	T/NK2	RPS28	0.021
1.74034822581646e-10	0.523067300793776	0.716	0.684	3.48069645163291e-07	T/NK2	TUBA1A	0.0319999999999999
1.70699166620394e-18	0.51929332708718	0.651	0.608	3.41398333240788e-15	T/NK2	IL2RG	0.043
5.81164599273472e-19	0.519000341626152	0.646	0.61	1.16232919854694e-15	T/NK2	AAK1	0.036
1.66264911512456e-10	0.512002798118957	0.575	0.464	3.32529823024913e-07	T/NK2	CRYBG1	0.111
3.04019004491664e-20	0.503956312941797	0.557	0.453	6.08038008983328e-17	T/NK2	TIFA	0.104
6.82288501110311e-23	0.500818579533659	0.962	0.913	1.36457700222062e-19	T/NK2	RPL31	0.0489999999999999
5.32425958514699e-18	0.49782449794637	0.491	0.352	1.0648519170294e-14	T/NK2	MPZL3	0.139
4.83399658171551e-28	0.489982635870483	1	0.987	9.66799316343102e-25	T/NK2	RPS4X	0.013
2.88470761018864e-18	0.487012008667246	0.595	0.532	5.76941522037728e-15	T/NK2	INPP4B	0.0629999999999999
1.64034403442377e-24	0.486539959468396	1	0.988	3.28068806884754e-21	T/NK2	RPS8	0.012
1.49327199793927e-16	0.486256756125769	0.585	0.422	2.98654399587855e-13	T/NK2	SYTL2	0.163
6.42531671144444e-18	0.483887520353544	0.985	0.966	1.28506334228889e-14	T/NK2	RPS5	0.019
5.31511956431661e-17	0.482878902671586	0.484	0.379	1.06302391286332e-13	T/NK2	PERP	0.105
1.27544660177944e-29	0.482320018447639	1	0.994	2.55089320355888e-26	T/NK2	RPS14	0.00600000000000001
2.42801654691544e-23	0.481045085031708	1	0.988	4.85603309383088e-20	T/NK2	RPS3	0.012
5.63651289586741e-17	0.480827693714658	0.927	0.886	1.12730257917348e-13	T/NK2	ARHGDIB	0.041
3.58773104056081e-25	0.477713293710926	0.987	0.954	7.17546208112163e-22	T/NK2	RPS21	0.033
4.13550751346794e-10	0.468753244312968	0.651	0.588	8.27101502693589e-07	T/NK2	BHLHE40	0.0630000000000001
6.64461672500916e-20	0.465318159491609	0.992	0.974	1.32892334500183e-16	T/NK2	RPL29	0.018
1.26138572733223e-23	0.465166077662523	1	0.995	2.52277145466446e-20	T/NK2	RPL41	0.005
3.96889515083122e-27	0.464023223244282	0.995	0.987	7.93779030166244e-24	T/NK2	RPS6	0.00800000000000001
2.42766613517185e-13	0.463335450547531	0.565	0.434	4.8553322703437e-10	T/NK2	PDE3B	0.131
4.92625012096507e-12	0.456912427662981	0.572	0.516	9.85250024193014e-09	T/NK2	SLFN5	0.0559999999999999
9.1379151325874e-18	0.451866494899871	0.701	0.679	1.82758302651748e-14	T/NK2	TAGAP	0.0219999999999999
2.53200423886195e-21	0.450731450886371	0.554	0.51	5.0640084777239e-18	T/NK2	ELK3	0.044
